date,home_team,away_team,market,selection,line,model_probability,fair_odds,min_odds_ev5,min_odds_ev10,min_odds_ev15,source_model,model_confidence,fiabilidad_pct,fiabilidad_nivel,model_regime,poisson_weight,notes
2026-06-11,Mexico,South Africa,btts,No,,0.5606,1.784,1.873,1.962,2.051,ensemble_btts,high,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,btts,Yes,,0.4394,2.276,2.39,2.503,2.617,ensemble_btts,high,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,clean_sheet,Mexico No,,0.5181,1.93,2.027,2.123,2.22,poisson_opponent_goals_zero,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,clean_sheet,Mexico Yes,,0.4819,2.075,2.179,2.283,2.386,poisson_opponent_goals_zero,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,clean_sheet,South Africa No,,0.8786,1.138,1.195,1.252,1.309,poisson_opponent_goals_zero,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,clean_sheet,South Africa Yes,,0.1214,8.24,8.652,9.064,9.476,poisson_opponent_goals_zero,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,double_chance,Mexico or Draw,,0.8994,1.112,1.167,1.223,1.279,derived_from_1x2,medium,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,double_chance,Mexico or South Africa,,0.8214,1.217,1.278,1.339,1.4,derived_from_1x2,medium,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,double_chance,South Africa or Draw,,0.2792,3.582,3.761,3.94,4.119,derived_from_1x2,medium,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,draw_no_bet,Mexico,,0.8775,1.14,1.197,1.254,1.311,derived_from_1x2,medium,35.9,BAJA,blend,0.677,Probabilidad condicionada a que no haya empate; empate void.
2026-06-11,Mexico,South Africa,draw_no_bet,South Africa,,0.1225,8.165,8.573,8.982,9.39,derived_from_1x2,medium,35.9,BAJA,blend,0.677,Probabilidad condicionada a que no haya empate; empate void.
2026-06-11,Mexico,South Africa,h2h,Draw,,0.1786,5.599,5.879,6.159,6.439,ensemble_1x2,high,35.9,BAJA,blend,0.677,No usar como apuesta core hasta recalibrar empates.
2026-06-11,Mexico,South Africa,h2h,Mexico,,0.7208,1.387,1.457,1.526,1.595,ensemble_1x2,medium,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,h2h,South Africa,,0.1006,9.94,10.437,10.934,11.431,ensemble_1x2,medium,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,Mexico Over,0.5,0.8786,1.138,1.195,1.252,1.309,poisson_home_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,Mexico Under,0.5,0.1214,8.24,8.652,9.064,9.476,poisson_home_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,South Africa Over,0.5,0.5181,1.93,2.027,2.123,2.22,poisson_away_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,South Africa Under,0.5,0.4819,2.075,2.179,2.283,2.386,poisson_away_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,Mexico Over,1.5,0.6227,1.606,1.686,1.767,1.847,poisson_home_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,Mexico Under,1.5,0.3773,2.65,2.783,2.915,3.048,poisson_home_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,South Africa Over,1.5,0.1663,6.013,6.314,6.615,6.915,poisson_away_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,South Africa Under,1.5,0.8337,1.199,1.259,1.319,1.379,poisson_away_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,Mexico Over,2.5,0.3528,2.834,2.976,3.118,3.26,poisson_home_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,Mexico Under,2.5,0.6472,1.545,1.622,1.7,1.777,poisson_home_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,South Africa Over,2.5,0.0379,26.39,27.71,29.029,30.349,poisson_away_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,team_goals,South Africa Under,2.5,0.9621,1.039,1.091,1.143,1.195,poisson_away_goals,derived,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,total_corners,Over,8.5,0.4395,2.275,2.389,2.503,2.616,poisson_approx_from_expected_corners,low,35.9,BAJA,blend,0.677,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,Mexico,South Africa,total_corners,Under,8.5,0.5605,1.784,1.873,1.963,2.052,poisson_approx_from_expected_corners,low,35.9,BAJA,blend,0.677,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,Mexico,South Africa,total_corners,Over,9.5,0.3123,3.202,3.362,3.522,3.682,poisson_approx_from_expected_corners,low,35.9,BAJA,blend,0.677,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,Mexico,South Africa,total_corners,Under,9.5,0.6877,1.454,1.527,1.6,1.672,poisson_approx_from_expected_corners,low,35.9,BAJA,blend,0.677,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,Mexico,South Africa,total_corners,Over,10.5,0.2076,4.817,5.058,5.299,5.54,poisson_approx_from_expected_corners,low,35.9,BAJA,blend,0.677,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,Mexico,South Africa,total_corners,Under,10.5,0.7924,1.262,1.325,1.388,1.451,poisson_approx_from_expected_corners,low,35.9,BAJA,blend,0.677,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,Mexico,South Africa,total_goals,Over,1.5,0.7755,1.29,1.354,1.418,1.483,poisson_total_goals,high,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,total_goals,Under,1.5,0.2245,4.454,4.677,4.899,5.122,poisson_total_goals,high,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,total_goals,Over,2.5,0.5268,1.898,1.993,2.088,2.183,ensemble_over25,high,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,total_goals,Under,2.5,0.4732,2.113,2.219,2.325,2.43,ensemble_over25,high,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,total_goals,Over,3.5,0.3168,3.157,3.315,3.473,3.631,poisson_total_goals,high,35.9,BAJA,blend,0.677,
2026-06-11,Mexico,South Africa,total_goals,Under,3.5,0.6832,1.464,1.537,1.61,1.683,poisson_total_goals,high,35.9,BAJA,blend,0.677,
2026-06-11,South Korea,Czech Republic,btts,No,,0.5011,1.996,2.095,2.195,2.295,ensemble_btts,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,btts,Yes,,0.4989,2.004,2.105,2.205,2.305,ensemble_btts,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,clean_sheet,Czech Republic No,,0.7288,1.372,1.441,1.509,1.578,poisson_opponent_goals_zero,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,clean_sheet,Czech Republic Yes,,0.2712,3.688,3.872,4.056,4.241,poisson_opponent_goals_zero,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,clean_sheet,South Korea No,,0.6846,1.461,1.534,1.607,1.68,poisson_opponent_goals_zero,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,clean_sheet,South Korea Yes,,0.3154,3.171,3.329,3.488,3.646,poisson_opponent_goals_zero,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,double_chance,Czech Republic or Draw,,0.6083,1.644,1.726,1.808,1.891,derived_from_1x2,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,double_chance,South Korea or Czech Republic,,0.6948,1.439,1.511,1.583,1.655,derived_from_1x2,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,double_chance,South Korea or Draw,,0.6969,1.435,1.507,1.578,1.65,derived_from_1x2,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,draw_no_bet,Czech Republic,,0.4362,2.292,2.407,2.522,2.636,derived_from_1x2,high,67.6,ALTA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-11,South Korea,Czech Republic,draw_no_bet,South Korea,,0.5638,1.774,1.862,1.951,2.04,derived_from_1x2,high,67.6,ALTA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-11,South Korea,Czech Republic,h2h,Czech Republic,,0.3031,3.299,3.464,3.629,3.794,ensemble_1x2,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,h2h,Draw,,0.3052,3.277,3.44,3.604,3.768,ensemble_1x2,high,67.6,ALTA,xgb_lean,0.25,No usar como apuesta core hasta recalibrar empates.
2026-06-11,South Korea,Czech Republic,h2h,South Korea,,0.3917,2.553,2.681,2.808,2.936,ensemble_1x2,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,Czech Republic Over,0.5,0.6846,1.461,1.534,1.607,1.68,poisson_away_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,Czech Republic Under,0.5,0.3154,3.171,3.329,3.488,3.646,poisson_away_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,South Korea Over,0.5,0.7288,1.372,1.441,1.509,1.578,poisson_home_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,South Korea Under,0.5,0.2712,3.688,3.872,4.056,4.241,poisson_home_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,Czech Republic Over,1.5,0.3207,3.118,3.274,3.43,3.586,poisson_away_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,Czech Republic Under,1.5,0.6793,1.472,1.546,1.619,1.693,poisson_away_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,South Korea Over,1.5,0.3749,2.667,2.8,2.934,3.067,poisson_home_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,South Korea Under,1.5,0.6251,1.6,1.68,1.76,1.84,poisson_home_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,Czech Republic Over,2.5,0.1107,9.034,9.486,9.937,10.389,poisson_away_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,Czech Republic Under,2.5,0.8893,1.124,1.181,1.237,1.293,poisson_away_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,South Korea Over,2.5,0.144,6.942,7.29,7.637,7.984,poisson_home_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,team_goals,South Korea Under,2.5,0.856,1.168,1.227,1.285,1.344,poisson_home_goals,derived,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,total_corners,Over,8.5,0.8314,1.203,1.263,1.323,1.383,poisson_approx_from_expected_corners,low,67.6,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,South Korea,Czech Republic,total_corners,Under,8.5,0.1686,5.932,6.229,6.525,6.822,poisson_approx_from_expected_corners,low,67.6,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,South Korea,Czech Republic,total_corners,Over,9.5,0.7397,1.352,1.419,1.487,1.555,poisson_approx_from_expected_corners,low,67.6,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,South Korea,Czech Republic,total_corners,Under,9.5,0.2603,3.842,4.034,4.226,4.418,poisson_approx_from_expected_corners,low,67.6,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,South Korea,Czech Republic,total_corners,Over,10.5,0.6315,1.584,1.663,1.742,1.821,poisson_approx_from_expected_corners,low,67.6,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,South Korea,Czech Republic,total_corners,Under,10.5,0.3685,2.713,2.849,2.985,3.12,poisson_approx_from_expected_corners,low,67.6,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-11,South Korea,Czech Republic,total_goals,Over,1.5,0.7042,1.42,1.491,1.562,1.633,poisson_total_goals,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,total_goals,Under,1.5,0.2958,3.38,3.55,3.719,3.888,poisson_total_goals,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,total_goals,Over,2.5,0.4466,2.239,2.351,2.463,2.575,ensemble_over25,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,total_goals,Under,2.5,0.5534,1.807,1.897,1.988,2.078,ensemble_over25,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,total_goals,Over,3.5,0.2337,4.279,4.493,4.707,4.921,poisson_total_goals,high,67.6,ALTA,xgb_lean,0.25,
2026-06-11,South Korea,Czech Republic,total_goals,Under,3.5,0.7663,1.305,1.37,1.435,1.501,poisson_total_goals,high,67.6,ALTA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,btts,No,,0.5399,1.852,1.945,2.037,2.13,ensemble_btts,high,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,btts,Yes,,0.4601,2.173,2.282,2.391,2.499,ensemble_btts,high,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,clean_sheet,Bosnia and Herzegovina No,,0.8056,1.241,1.303,1.365,1.427,poisson_opponent_goals_zero,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,clean_sheet,Bosnia and Herzegovina Yes,,0.1944,5.145,5.402,5.659,5.917,poisson_opponent_goals_zero,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,clean_sheet,Canada No,,0.6043,1.655,1.738,1.82,1.903,poisson_opponent_goals_zero,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,clean_sheet,Canada Yes,,0.3957,2.527,2.653,2.78,2.906,poisson_opponent_goals_zero,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,double_chance,Bosnia and Herzegovina or Draw,,0.4625,2.162,2.27,2.378,2.486,derived_from_1x2,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,double_chance,Canada or Bosnia and Herzegovina,,0.6911,1.447,1.519,1.592,1.664,derived_from_1x2,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,double_chance,Canada or Draw,,0.8464,1.181,1.241,1.3,1.359,derived_from_1x2,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,draw_no_bet,Bosnia and Herzegovina,,0.2223,4.499,4.724,4.949,5.174,derived_from_1x2,medium,51.8,MEDIA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-12,Canada,Bosnia and Herzegovina,draw_no_bet,Canada,,0.7777,1.286,1.35,1.414,1.479,derived_from_1x2,medium,51.8,MEDIA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-12,Canada,Bosnia and Herzegovina,h2h,Bosnia and Herzegovina,,0.1536,6.51,6.836,7.161,7.487,ensemble_1x2,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,h2h,Canada,,0.5375,1.86,1.953,2.047,2.14,ensemble_1x2,high,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,h2h,Draw,,0.3089,3.237,3.399,3.561,3.723,ensemble_1x2,medium,51.8,MEDIA,xgb_lean,0.25,No usar como apuesta core hasta recalibrar empates.
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Bosnia and Herzegovina Over,0.5,0.6043,1.655,1.738,1.82,1.903,poisson_away_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Bosnia and Herzegovina Under,0.5,0.3957,2.527,2.653,2.78,2.906,poisson_away_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Canada Over,0.5,0.8056,1.241,1.303,1.365,1.427,poisson_home_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Canada Under,0.5,0.1944,5.145,5.402,5.659,5.917,poisson_home_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Bosnia and Herzegovina Over,1.5,0.2374,4.212,4.423,4.633,4.844,poisson_away_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Bosnia and Herzegovina Under,1.5,0.7626,1.311,1.377,1.442,1.508,poisson_away_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Canada Over,1.5,0.4873,2.052,2.155,2.258,2.36,poisson_home_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Canada Under,1.5,0.5127,1.95,2.048,2.145,2.243,poisson_home_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Bosnia and Herzegovina Over,2.5,0.0674,14.842,15.584,16.326,17.068,poisson_away_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Bosnia and Herzegovina Under,2.5,0.9326,1.072,1.126,1.179,1.233,poisson_away_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Canada Over,2.5,0.2265,4.415,4.636,4.856,5.077,poisson_home_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,team_goals,Canada Under,2.5,0.7735,1.293,1.357,1.422,1.487,poisson_home_goals,derived,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,total_corners,Over,8.5,0.4892,2.044,2.146,2.248,2.351,poisson_approx_from_expected_corners,low,51.8,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,Canada,Bosnia and Herzegovina,total_corners,Under,8.5,0.5108,1.958,2.056,2.154,2.252,poisson_approx_from_expected_corners,low,51.8,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,Canada,Bosnia and Herzegovina,total_corners,Over,9.5,0.3587,2.788,2.927,3.066,3.206,poisson_approx_from_expected_corners,low,51.8,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,Canada,Bosnia and Herzegovina,total_corners,Under,9.5,0.6413,1.559,1.637,1.715,1.793,poisson_approx_from_expected_corners,low,51.8,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,Canada,Bosnia and Herzegovina,total_corners,Over,10.5,0.2467,4.054,4.257,4.46,4.662,poisson_approx_from_expected_corners,low,51.8,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,Canada,Bosnia and Herzegovina,total_corners,Under,10.5,0.7533,1.327,1.394,1.46,1.527,poisson_approx_from_expected_corners,low,51.8,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,Canada,Bosnia and Herzegovina,total_goals,Over,1.5,0.7258,1.378,1.447,1.516,1.584,poisson_total_goals,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,total_goals,Under,1.5,0.2742,3.647,3.829,4.011,4.194,poisson_total_goals,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,total_goals,Over,2.5,0.4303,2.324,2.44,2.556,2.673,ensemble_over25,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,total_goals,Under,2.5,0.5697,1.755,1.843,1.931,2.019,ensemble_over25,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,total_goals,Over,3.5,0.2564,3.9,4.095,4.29,4.485,poisson_total_goals,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,Canada,Bosnia and Herzegovina,total_goals,Under,3.5,0.7436,1.345,1.412,1.479,1.547,poisson_total_goals,medium,51.8,MEDIA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,btts,No,,0.5034,1.986,2.086,2.185,2.284,ensemble_btts,high,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,btts,Yes,,0.4966,2.014,2.114,2.215,2.316,ensemble_btts,high,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,clean_sheet,Paraguay No,,0.6871,1.455,1.528,1.601,1.674,poisson_opponent_goals_zero,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,clean_sheet,Paraguay Yes,,0.3129,3.196,3.356,3.516,3.676,poisson_opponent_goals_zero,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,clean_sheet,United States No,,0.6988,1.431,1.503,1.574,1.646,poisson_opponent_goals_zero,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,clean_sheet,United States Yes,,0.3012,3.32,3.486,3.652,3.818,poisson_opponent_goals_zero,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,double_chance,Paraguay or Draw,,0.6947,1.439,1.511,1.583,1.655,derived_from_1x2,medium,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,double_chance,United States or Draw,,0.5732,1.745,1.832,1.919,2.006,derived_from_1x2,medium,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,double_chance,United States or Paraguay,,0.7321,1.366,1.434,1.503,1.571,derived_from_1x2,medium,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,draw_no_bet,Paraguay,,0.583,1.715,1.801,1.887,1.973,derived_from_1x2,medium,66.4,ALTA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-12,United States,Paraguay,draw_no_bet,United States,,0.417,2.398,2.518,2.638,2.758,derived_from_1x2,medium,66.4,ALTA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-12,United States,Paraguay,h2h,Draw,,0.2679,3.733,3.919,4.106,4.293,ensemble_1x2,high,66.4,ALTA,xgb_lean,0.25,No usar como apuesta core hasta recalibrar empates.
2026-06-12,United States,Paraguay,h2h,Paraguay,,0.4268,2.343,2.46,2.577,2.694,ensemble_1x2,medium,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,h2h,United States,,0.3053,3.275,3.439,3.603,3.767,ensemble_1x2,medium,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,Paraguay Over,0.5,0.6988,1.431,1.503,1.574,1.646,poisson_away_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,Paraguay Under,0.5,0.3012,3.32,3.486,3.652,3.818,poisson_away_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,United States Over,0.5,0.6871,1.455,1.528,1.601,1.674,poisson_home_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,United States Under,0.5,0.3129,3.196,3.356,3.516,3.676,poisson_home_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,Paraguay Over,1.5,0.3374,2.964,3.112,3.26,3.409,poisson_away_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,Paraguay Under,1.5,0.6626,1.509,1.585,1.66,1.736,poisson_away_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,United States Over,1.5,0.3236,3.09,3.245,3.399,3.554,poisson_home_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,United States Under,1.5,0.6764,1.478,1.552,1.626,1.7,poisson_home_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,Paraguay Over,2.5,0.1205,8.298,8.713,9.128,9.543,poisson_away_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,Paraguay Under,2.5,0.8795,1.137,1.194,1.251,1.308,poisson_away_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,United States Over,2.5,0.1124,8.899,9.343,9.788,10.233,poisson_home_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,team_goals,United States Under,2.5,0.8876,1.127,1.183,1.239,1.296,poisson_home_goals,derived,66.4,ALTA,xgb_lean,0.25,
2026-06-12,United States,Paraguay,total_corners,Over,8.5,0.2217,4.511,4.737,4.963,5.188,poisson_approx_from_expected_corners,low,66.4,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,United States,Paraguay,total_corners,Under,8.5,0.7783,1.285,1.349,1.413,1.478,poisson_approx_from_expected_corners,low,66.4,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,United States,Paraguay,total_corners,Over,9.5,0.1323,7.561,7.939,8.317,8.695,poisson_approx_from_expected_corners,low,66.4,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,United States,Paraguay,total_corners,Under,9.5,0.8677,1.152,1.21,1.268,1.325,poisson_approx_from_expected_corners,low,66.4,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,United States,Paraguay,total_corners,Over,10.5,0.0732,13.669,14.353,15.036,15.72,poisson_approx_from_expected_corners,low,66.4,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-12,United States,Paraguay,total_corners,Under,10.5,0.9268,1.079,1.133,1.187,1.241,poisson_approx_from_expected_corners,low,66.4,ALTA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
