model_variant,home_team,away_team,mercado,seleccion,cuota,prob_modelo,ev_pct,win,profit,resultado_real
ensemble_raw,France,Denmark,1X2-D,Draw,3.62,0.2829,2.41,False,-1.0,2-1
ensemble_calibrated,France,Denmark,1X2-D,Draw,3.62,0.3195,15.66,False,-1.0,2-1
xgb_clean,Argentina,Mexico,1X2-H,Argentina,1.5,0.6942,4.13,True,0.5,2-0
poisson_dixon_coles,Argentina,Mexico,1X2-H,Argentina,1.5,0.6773,1.6,True,0.5,2-0
ensemble_raw,Argentina,Mexico,1X2-H,Argentina,1.5,0.682,2.3,True,0.5,2-0
ensemble_calibrated,Argentina,Mexico,1X2-H,Argentina,1.5,0.7122,6.83,True,0.5,2-0
xgb_clean,Argentina,Mexico,1X2-A,Mexico,8.32,0.0958,-20.29,False,-1.0,2-0
poisson_dixon_coles,Argentina,Mexico,1X2-A,Mexico,8.32,0.1143,-4.9,False,-1.0,2-0
ensemble_raw,Argentina,Mexico,1X2-A,Mexico,8.32,0.1092,-9.17,False,-1.0,2-0
ensemble_calibrated,Argentina,Mexico,1X2-A,Mexico,8.32,0.0962,-19.97,False,-1.0,2-0
xgb_clean,Argentina,Mexico,1X2-D,Draw,4.28,0.21,-10.13,False,-1.0,2-0
poisson_dixon_coles,Argentina,Mexico,1X2-D,Draw,4.28,0.2084,-10.8,False,-1.0,2-0
ensemble_raw,Argentina,Mexico,1X2-D,Draw,4.28,0.2088,-10.62,False,-1.0,2-0
ensemble_calibrated,Argentina,Mexico,1X2-D,Draw,4.28,0.1916,-18.0,False,-1.0,2-0
xgb_clean,Tunisia,Australia,1X2-A,Australia,3.71,0.3121,15.79,True,2.71,0-1
poisson_dixon_coles,Tunisia,Australia,1X2-A,Australia,3.71,0.2821,4.66,True,2.71,0-1
ensemble_raw,Tunisia,Australia,1X2-A,Australia,3.71,0.2904,7.74,True,2.71,0-1
ensemble_calibrated,Tunisia,Australia,1X2-A,Australia,3.71,0.2846,5.58,True,2.71,0-1
xgb_clean,Tunisia,Australia,1X2-H,Tunisia,2.19,0.3767,-17.51,False,-1.0,0-1
poisson_dixon_coles,Tunisia,Australia,1X2-H,Tunisia,2.19,0.4227,-7.43,False,-1.0,0-1
ensemble_raw,Tunisia,Australia,1X2-H,Tunisia,2.19,0.4099,-10.23,False,-1.0,0-1
ensemble_calibrated,Tunisia,Australia,1X2-H,Tunisia,2.19,0.3937,-13.78,False,-1.0,0-1
xgb_clean,Tunisia,Australia,1X2-D,Draw,3.4,0.3112,5.82,False,-1.0,0-1
poisson_dixon_coles,Tunisia,Australia,1X2-D,Draw,3.4,0.2953,0.4,False,-1.0,0-1
ensemble_raw,Tunisia,Australia,1X2-D,Draw,3.4,0.2997,1.9,False,-1.0,0-1
ensemble_calibrated,Tunisia,Australia,1X2-D,Draw,3.4,0.3217,9.39,False,-1.0,0-1
xgb_clean,Belgium,Morocco,1X2-H,Belgium,1.96,0.5283,3.54,False,-1.0,0-2
poisson_dixon_coles,Belgium,Morocco,1X2-H,Belgium,1.96,0.5195,1.82,False,-1.0,0-2
ensemble_raw,Belgium,Morocco,1X2-H,Belgium,1.96,0.5219,2.3,False,-1.0,0-2
ensemble_calibrated,Belgium,Morocco,1X2-H,Belgium,1.96,0.4963,-2.73,False,-1.0,0-2
xgb_clean,Belgium,Morocco,1X2-A,Morocco,4.45,0.1714,-23.71,True,3.45,0-2
poisson_dixon_coles,Belgium,Morocco,1X2-A,Morocco,4.45,0.2176,-3.17,True,3.45,0-2
ensemble_raw,Belgium,Morocco,1X2-A,Morocco,4.45,0.2048,-8.87,True,3.45,0-2
ensemble_calibrated,Belgium,Morocco,1X2-A,Morocco,4.45,0.1992,-11.37,True,3.45,0-2
xgb_clean,Belgium,Morocco,1X2-D,Draw,3.49,0.3003,4.8,False,-1.0,0-2
poisson_dixon_coles,Belgium,Morocco,1X2-D,Draw,3.49,0.2629,-8.25,False,-1.0,0-2
ensemble_raw,Belgium,Morocco,1X2-D,Draw,3.49,0.2733,-4.63,False,-1.0,0-2
ensemble_calibrated,Belgium,Morocco,1X2-D,Draw,3.49,0.3046,6.29,False,-1.0,0-2
xgb_clean,Croatia,Canada,1X2-A,Canada,3.54,0.2603,-7.85,False,-1.0,4-1
poisson_dixon_coles,Croatia,Canada,1X2-A,Canada,3.54,0.2814,-0.38,False,-1.0,4-1
ensemble_raw,Croatia,Canada,1X2-A,Canada,3.54,0.2756,-2.45,False,-1.0,4-1
ensemble_calibrated,Croatia,Canada,1X2-A,Canada,3.54,0.2846,0.74,False,-1.0,4-1
xgb_clean,Croatia,Canada,1X2-H,Croatia,2.28,0.4488,2.34,True,1.28,4-1
poisson_dixon_coles,Croatia,Canada,1X2-H,Croatia,2.28,0.4143,-5.54,True,1.28,4-1
ensemble_raw,Croatia,Canada,1X2-H,Croatia,2.28,0.4239,-3.36,True,1.28,4-1
ensemble_calibrated,Croatia,Canada,1X2-H,Croatia,2.28,0.3937,-10.24,True,1.28,4-1
xgb_clean,Croatia,Canada,1X2-D,Draw,3.36,0.2909,-2.27,False,-1.0,4-1
poisson_dixon_coles,Croatia,Canada,1X2-D,Draw,3.36,0.3043,2.24,False,-1.0,4-1
ensemble_raw,Croatia,Canada,1X2-D,Draw,3.36,0.3006,0.99,False,-1.0,4-1
ensemble_calibrated,Croatia,Canada,1X2-D,Draw,3.36,0.3217,8.1,False,-1.0,4-1
xgb_clean,Spain,Germany,1X2-A,Germany,3.02,0.1548,-53.24,False,-1.0,1-1
poisson_dixon_coles,Spain,Germany,1X2-A,Germany,3.02,0.2251,-32.02,False,-1.0,1-1
ensemble_raw,Spain,Germany,1X2-A,Germany,3.02,0.2056,-37.9,False,-1.0,1-1
ensemble_calibrated,Spain,Germany,1X2-A,Germany,3.02,0.2042,-38.34,False,-1.0,1-1
xgb_clean,Spain,Germany,1X2-H,Spain,2.52,0.5605,41.23,False,-1.0,1-1
poisson_dixon_coles,Spain,Germany,1X2-H,Spain,2.52,0.5187,30.71,False,-1.0,1-1
ensemble_raw,Spain,Germany,1X2-H,Spain,2.52,0.5303,33.63,False,-1.0,1-1
ensemble_calibrated,Spain,Germany,1X2-H,Spain,2.52,0.5087,28.19,False,-1.0,1-1
xgb_clean,Spain,Germany,1X2-D,Draw,3.44,0.2847,-2.06,True,2.44,1-1
poisson_dixon_coles,Spain,Germany,1X2-D,Draw,3.44,0.2562,-11.87,True,2.44,1-1
ensemble_raw,Spain,Germany,1X2-D,Draw,3.44,0.2641,-9.15,True,2.44,1-1
ensemble_calibrated,Spain,Germany,1X2-D,Draw,3.44,0.2871,-1.23,True,2.44,1-1
xgb_clean,Japan,Costa Rica,1X2-A,Costa Rica,7.5,0.2018,51.33,True,6.5,0-1
poisson_dixon_coles,Japan,Costa Rica,1X2-A,Costa Rica,7.5,0.2069,55.17,True,6.5,0-1
ensemble_raw,Japan,Costa Rica,1X2-A,Costa Rica,7.5,0.2055,54.12,True,6.5,0-1
ensemble_calibrated,Japan,Costa Rica,1X2-A,Costa Rica,7.5,0.2042,53.12,True,6.5,0-1
xgb_clean,Japan,Costa Rica,1X2-H,Japan,1.54,0.5282,-18.66,False,-1.0,0-1
poisson_dixon_coles,Japan,Costa Rica,1X2-H,Japan,1.54,0.5331,-17.9,False,-1.0,0-1
ensemble_raw,Japan,Costa Rica,1X2-H,Japan,1.54,0.5318,-18.11,False,-1.0,0-1
ensemble_calibrated,Japan,Costa Rica,1X2-H,Japan,1.54,0.5087,-21.66,False,-1.0,0-1
xgb_clean,Japan,Costa Rica,1X2-D,Draw,4.15,0.27,12.07,False,-1.0,0-1
poisson_dixon_coles,Japan,Costa Rica,1X2-D,Draw,4.15,0.2599,7.86,False,-1.0,0-1
ensemble_raw,Japan,Costa Rica,1X2-D,Draw,4.15,0.2627,9.03,False,-1.0,0-1
ensemble_calibrated,Japan,Costa Rica,1X2-D,Draw,4.15,0.2871,19.16,False,-1.0,0-1
xgb_clean,South Korea,Ghana,1X2-A,Ghana,3.2,0.1178,-62.31,True,2.2,2-3
poisson_dixon_coles,South Korea,Ghana,1X2-A,Ghana,3.2,0.1305,-58.24,True,2.2,2-3
ensemble_raw,South Korea,Ghana,1X2-A,Ghana,3.2,0.127,-59.36,True,2.2,2-3
ensemble_calibrated,South Korea,Ghana,1X2-A,Ghana,3.2,0.1551,-50.38,True,2.2,2-3
xgb_clean,South Korea,Ghana,1X2-H,South Korea,2.63,0.6665,75.28,False,-1.0,2-3
poisson_dixon_coles,South Korea,Ghana,1X2-H,South Korea,2.63,0.6215,63.45,False,-1.0,2-3
ensemble_raw,South Korea,Ghana,1X2-H,South Korea,2.63,0.634,66.74,False,-1.0,2-3
ensemble_calibrated,South Korea,Ghana,1X2-H,South Korea,2.63,0.6107,60.63,False,-1.0,2-3
xgb_clean,South Korea,Ghana,1X2-D,Draw,3.06,0.2158,-33.98,False,-1.0,2-3
poisson_dixon_coles,South Korea,Ghana,1X2-D,Draw,3.06,0.2479,-24.14,False,-1.0,2-3
ensemble_raw,South Korea,Ghana,1X2-D,Draw,3.06,0.239,-26.86,False,-1.0,2-3
ensemble_calibrated,South Korea,Ghana,1X2-D,Draw,3.06,0.2342,-28.34,False,-1.0,2-3
xgb_clean,Brazil,Switzerland,1X2-H,Brazil,1.48,0.8508,25.92,True,0.48,1-0
poisson_dixon_coles,Brazil,Switzerland,1X2-H,Brazil,1.48,0.7547,11.7,True,0.48,1-0
ensemble_raw,Brazil,Switzerland,1X2-H,Brazil,1.48,0.7813,15.64,True,0.48,1-0
ensemble_calibrated,Brazil,Switzerland,1X2-H,Brazil,1.48,0.83,22.84,True,0.48,1-0
xgb_clean,Brazil,Switzerland,1X2-A,Switzerland,8.0,0.0433,-65.36,False,-1.0,1-0
poisson_dixon_coles,Brazil,Switzerland,1X2-A,Switzerland,8.0,0.0751,-39.92,False,-1.0,1-0
ensemble_raw,Brazil,Switzerland,1X2-A,Switzerland,8.0,0.0663,-46.97,False,-1.0,1-0
ensemble_calibrated,Brazil,Switzerland,1X2-A,Switzerland,8.0,0.0454,-63.68,False,-1.0,1-0
xgb_clean,Brazil,Switzerland,1X2-D,Draw,4.5,0.1059,-52.34,False,-1.0,1-0
poisson_dixon_coles,Brazil,Switzerland,1X2-D,Draw,4.5,0.1702,-23.41,False,-1.0,1-0
ensemble_raw,Brazil,Switzerland,1X2-D,Draw,4.5,0.1524,-31.43,False,-1.0,1-0
ensemble_calibrated,Brazil,Switzerland,1X2-D,Draw,4.5,0.1246,-43.94,False,-1.0,1-0
xgb_clean,Brazil,Switzerland,Over2.5,Over,2.06,0.482,-0.71,False,-1.0,1-0
poisson_dixon_coles,Brazil,Switzerland,Over2.5,Over,2.06,0.5538,14.08,False,-1.0,1-0
ensemble_raw,Brazil,Switzerland,Over2.5,Over,2.06,0.5339,9.98,False,-1.0,1-0
ensemble_calibrated,Brazil,Switzerland,Over2.5,Over,2.06,0.5339,9.98,False,-1.0,1-0
xgb_clean,Brazil,Switzerland,Under2.5,Under,1.86,0.518,-3.65,True,0.86,1-0
poisson_dixon_coles,Brazil,Switzerland,Under2.5,Under,1.86,0.4462,-17.01,True,0.86,1-0
ensemble_raw,Brazil,Switzerland,Under2.5,Under,1.86,0.4661,-13.3,True,0.86,1-0
ensemble_calibrated,Brazil,Switzerland,Under2.5,Under,1.86,0.4661,-13.3,True,0.86,1-0
xgb_clean,Portugal,Uruguay,1X2-H,Portugal,2.01,0.5017,0.83,True,1.01,2-0
poisson_dixon_coles,Portugal,Uruguay,1X2-H,Portugal,2.01,0.4541,-8.73,True,1.01,2-0
ensemble_raw,Portugal,Uruguay,1X2-H,Portugal,2.01,0.4673,-6.08,True,1.01,2-0
ensemble_calibrated,Portugal,Uruguay,1X2-H,Portugal,2.01,0.4309,-13.39,True,1.01,2-0
xgb_clean,Portugal,Uruguay,1X2-A,Uruguay,4.38,0.1815,-20.51,False,-1.0,2-0
poisson_dixon_coles,Portugal,Uruguay,1X2-A,Uruguay,4.38,0.2658,16.42,False,-1.0,2-0
ensemble_raw,Portugal,Uruguay,1X2-A,Uruguay,4.38,0.2424,6.17,False,-1.0,2-0
ensemble_calibrated,Portugal,Uruguay,1X2-A,Uruguay,4.38,0.2274,-0.41,False,-1.0,2-0
xgb_clean,Portugal,Uruguay,1X2-D,Draw,3.39,0.3169,7.41,False,-1.0,2-0
poisson_dixon_coles,Portugal,Uruguay,1X2-D,Draw,3.39,0.2802,-5.01,False,-1.0,2-0
ensemble_raw,Portugal,Uruguay,1X2-D,Draw,3.39,0.2903,-1.57,False,-1.0,2-0
ensemble_calibrated,Portugal,Uruguay,1X2-D,Draw,3.39,0.3417,15.85,False,-1.0,2-0
xgb_clean,Cameroon,Serbia,1X2-H,Cameroon,5.05,0.1375,-30.59,False,-1.0,3-3
poisson_dixon_coles,Cameroon,Serbia,1X2-H,Cameroon,5.05,0.1837,-7.23,False,-1.0,3-3
ensemble_raw,Cameroon,Serbia,1X2-H,Cameroon,5.05,0.1709,-13.71,False,-1.0,3-3
ensemble_calibrated,Cameroon,Serbia,1X2-H,Cameroon,5.05,0.1401,-29.27,False,-1.0,3-3
xgb_clean,Cameroon,Serbia,1X2-A,Serbia,1.83,0.6066,11.01,False,-1.0,3-3
poisson_dixon_coles,Cameroon,Serbia,1X2-A,Serbia,1.83,0.5645,3.3,False,-1.0,3-3
ensemble_raw,Cameroon,Serbia,1X2-A,Serbia,1.83,0.5761,5.43,False,-1.0,3-3
ensemble_calibrated,Cameroon,Serbia,1X2-A,Serbia,1.83,0.5925,8.43,False,-1.0,3-3
xgb_clean,Cameroon,Serbia,1X2-D,Draw,3.6,0.2559,-7.87,True,2.6,3-3
poisson_dixon_coles,Cameroon,Serbia,1X2-D,Draw,3.6,0.2519,-9.32,True,2.6,3-3
ensemble_raw,Cameroon,Serbia,1X2-D,Draw,3.6,0.253,-8.92,True,2.6,3-3
ensemble_calibrated,Cameroon,Serbia,1X2-D,Draw,3.6,0.2674,-3.72,True,2.6,3-3
xgb_clean,Qatar,Netherlands,1X2-A,Netherlands,1.24,0.6436,-20.19,True,0.24,0-2
poisson_dixon_coles,Qatar,Netherlands,1X2-A,Netherlands,1.24,0.653,-19.03,True,0.24,0-2
ensemble_raw,Qatar,Netherlands,1X2-A,Netherlands,1.24,0.6504,-19.35,True,0.24,0-2
ensemble_calibrated,Qatar,Netherlands,1X2-A,Netherlands,1.24,0.6901,-14.43,True,0.24,0-2
xgb_clean,Qatar,Netherlands,1X2-H,Qatar,13.0,0.1322,71.89,False,-1.0,0-2
poisson_dixon_coles,Qatar,Netherlands,1X2-H,Qatar,13.0,0.1347,75.11,False,-1.0,0-2
ensemble_raw,Qatar,Netherlands,1X2-H,Qatar,13.0,0.134,74.22,False,-1.0,0-2
ensemble_calibrated,Qatar,Netherlands,1X2-H,Qatar,13.0,0.1023,33.03,False,-1.0,0-2
xgb_clean,Qatar,Netherlands,1X2-D,Draw,6.9,0.2242,54.67,False,-1.0,0-2
poisson_dixon_coles,Qatar,Netherlands,1X2-D,Draw,6.9,0.2123,46.49,False,-1.0,0-2
ensemble_raw,Qatar,Netherlands,1X2-D,Draw,6.9,0.2156,48.75,False,-1.0,0-2
ensemble_calibrated,Qatar,Netherlands,1X2-D,Draw,6.9,0.2076,43.22,False,-1.0,0-2
xgb_clean,Iran,United States,1X2-H,Iran,4.33,0.2308,-0.06,False,-1.0,0-1
poisson_dixon_coles,Iran,United States,1X2-H,Iran,4.33,0.2911,26.05,False,-1.0,0-1
ensemble_raw,Iran,United States,1X2-H,Iran,4.33,0.2744,18.81,False,-1.0,0-1
ensemble_calibrated,Iran,United States,1X2-H,Iran,4.33,0.2396,3.73,False,-1.0,0-1
xgb_clean,Iran,United States,1X2-A,USA,1.93,0.4284,-17.31,True,0.93,0-1
poisson_dixon_coles,Iran,United States,1X2-A,USA,1.93,0.4078,-21.29,True,0.93,0-1
ensemble_raw,Iran,United States,1X2-A,USA,1.93,0.4135,-20.19,True,0.93,0-1
ensemble_calibrated,Iran,United States,1X2-A,USA,1.93,0.4475,-13.63,True,0.93,0-1
xgb_clean,Iran,United States,1X2-D,Draw,3.58,0.3408,21.99,False,-1.0,0-1
poisson_dixon_coles,Iran,United States,1X2-D,Draw,3.58,0.3011,7.79,False,-1.0,0-1
ensemble_raw,Iran,United States,1X2-D,Draw,3.58,0.3121,11.73,False,-1.0,0-1
ensemble_calibrated,Iran,United States,1X2-D,Draw,3.58,0.3129,12.04,False,-1.0,0-1
xgb_clean,Wales,England,1X2-A,England,1.45,0.5505,-20.18,True,0.45,0-3
poisson_dixon_coles,Wales,England,1X2-A,England,1.45,0.595,-13.73,True,0.45,0-3
ensemble_raw,Wales,England,1X2-A,England,1.45,0.5827,-15.52,True,0.45,0-3
ensemble_calibrated,Wales,England,1X2-A,England,1.45,0.6168,-10.57,True,0.45,0-3
xgb_clean,Wales,England,1X2-H,Wales,8.5,0.2106,78.97,False,-1.0,0-3
poisson_dixon_coles,Wales,England,1X2-H,Wales,8.5,0.1637,39.15,False,-1.0,0-3
ensemble_raw,Wales,England,1X2-H,Wales,8.5,0.1767,50.19,False,-1.0,0-3
ensemble_calibrated,Wales,England,1X2-H,Wales,8.5,0.1458,23.94,False,-1.0,0-3
xgb_clean,Wales,England,1X2-D,Draw,4.6,0.239,9.93,False,-1.0,0-3
poisson_dixon_coles,Wales,England,1X2-D,Draw,4.6,0.2413,11.0,False,-1.0,0-3
ensemble_raw,Wales,England,1X2-D,Draw,4.6,0.2407,10.7,False,-1.0,0-3
ensemble_calibrated,Wales,England,1X2-D,Draw,4.6,0.2374,9.21,False,-1.0,0-3
xgb_clean,Wales,England,Over2.5,Over,2.04,0.5004,2.07,True,1.04,0-3
poisson_dixon_coles,Wales,England,Over2.5,Over,2.04,0.4873,-0.59,True,1.04,0-3
ensemble_raw,Wales,England,Over2.5,Over,2.04,0.4909,0.15,True,1.04,0-3
ensemble_calibrated,Wales,England,Over2.5,Over,2.04,0.4909,0.15,True,1.04,0-3
xgb_clean,Wales,England,Under2.5,Under,1.87,0.4996,-6.57,False,-1.0,0-3
poisson_dixon_coles,Wales,England,Under2.5,Under,1.87,0.5127,-4.13,False,-1.0,0-3
ensemble_raw,Wales,England,Under2.5,Under,1.87,0.5091,-4.8,False,-1.0,0-3
ensemble_calibrated,Wales,England,Under2.5,Under,1.87,0.5091,-4.8,False,-1.0,0-3
xgb_clean,Ecuador,Senegal,1X2-H,Ecuador,2.43,0.4981,21.04,False,-1.0,1-2
poisson_dixon_coles,Ecuador,Senegal,1X2-H,Ecuador,2.43,0.5389,30.95,False,-1.0,1-2
ensemble_raw,Ecuador,Senegal,1X2-H,Ecuador,2.43,0.5275,28.19,False,-1.0,1-2
ensemble_calibrated,Ecuador,Senegal,1X2-H,Ecuador,2.43,0.4963,20.59,False,-1.0,1-2
xgb_clean,Ecuador,Senegal,1X2-A,Senegal,3.31,0.1576,-47.84,True,2.31,1-2
poisson_dixon_coles,Ecuador,Senegal,1X2-A,Senegal,3.31,0.2021,-33.1,True,2.31,1-2
ensemble_raw,Ecuador,Senegal,1X2-A,Senegal,3.31,0.1897,-37.19,True,2.31,1-2
ensemble_calibrated,Ecuador,Senegal,1X2-A,Senegal,3.31,0.1992,-34.07,True,2.31,1-2
xgb_clean,Ecuador,Senegal,1X2-D,Draw,3.26,0.3443,12.25,False,-1.0,1-2
poisson_dixon_coles,Ecuador,Senegal,1X2-D,Draw,3.26,0.2591,-15.53,False,-1.0,1-2
ensemble_raw,Ecuador,Senegal,1X2-D,Draw,3.26,0.2827,-7.84,False,-1.0,1-2
ensemble_calibrated,Ecuador,Senegal,1X2-D,Draw,3.26,0.3046,-0.71,False,-1.0,1-2
xgb_clean,Poland,Argentina,1X2-A,Argentina,1.48,0.6817,0.89,True,0.48,0-2
poisson_dixon_coles,Poland,Argentina,1X2-A,Argentina,1.48,0.7206,6.65,True,0.48,0-2
ensemble_raw,Poland,Argentina,1X2-A,Argentina,1.48,0.7098,5.05,True,0.48,0-2
ensemble_calibrated,Poland,Argentina,1X2-A,Argentina,1.48,0.762,12.78,True,0.48,0-2
xgb_clean,Poland,Argentina,1X2-H,Poland,8.0,0.1023,-18.17,False,-1.0,0-2
poisson_dixon_coles,Poland,Argentina,1X2-H,Poland,8.0,0.0945,-24.4,False,-1.0,0-2
ensemble_raw,Poland,Argentina,1X2-H,Poland,8.0,0.0967,-22.67,False,-1.0,0-2
ensemble_calibrated,Poland,Argentina,1X2-H,Poland,8.0,0.0499,-60.08,False,-1.0,0-2
xgb_clean,Poland,Argentina,1X2-D,Draw,4.5,0.216,-2.79,False,-1.0,0-2
poisson_dixon_coles,Poland,Argentina,1X2-D,Draw,4.5,0.1849,-16.79,False,-1.0,0-2
ensemble_raw,Poland,Argentina,1X2-D,Draw,4.5,0.1935,-12.91,False,-1.0,0-2
ensemble_calibrated,Poland,Argentina,1X2-D,Draw,4.5,0.1881,-15.37,False,-1.0,0-2
xgb_clean,Saudi Arabia,Mexico,1X2-A,Mexico,1.68,0.5719,-3.91,True,0.68,1-2
poisson_dixon_coles,Saudi Arabia,Mexico,1X2-A,Mexico,1.68,0.471,-20.87,True,0.68,1-2
ensemble_raw,Saudi Arabia,Mexico,1X2-A,Mexico,1.68,0.499,-16.17,True,0.68,1-2
ensemble_calibrated,Saudi Arabia,Mexico,1X2-A,Mexico,1.68,0.4851,-18.5,True,0.68,1-2
xgb_clean,Saudi Arabia,Mexico,1X2-H,Saudi Arabia,5.23,0.2081,8.84,False,-1.0,1-2
poisson_dixon_coles,Saudi Arabia,Mexico,1X2-H,Saudi Arabia,5.23,0.2528,32.21,False,-1.0,1-2
ensemble_raw,Saudi Arabia,Mexico,1X2-H,Saudi Arabia,5.23,0.2404,25.73,False,-1.0,1-2
ensemble_calibrated,Saudi Arabia,Mexico,1X2-H,Saudi Arabia,5.23,0.2367,23.78,False,-1.0,1-2
xgb_clean,Saudi Arabia,Mexico,1X2-D,Draw,4.22,0.2199,-7.18,False,-1.0,1-2
poisson_dixon_coles,Saudi Arabia,Mexico,1X2-D,Draw,4.22,0.2762,16.56,False,-1.0,1-2
ensemble_raw,Saudi Arabia,Mexico,1X2-D,Draw,4.22,0.2606,9.97,False,-1.0,1-2
ensemble_calibrated,Saudi Arabia,Mexico,1X2-D,Draw,4.22,0.2782,17.39,False,-1.0,1-2
xgb_clean,Saudi Arabia,Mexico,Over2.5,Over,1.98,0.4282,-15.21,True,0.98,1-2
poisson_dixon_coles,Saudi Arabia,Mexico,Over2.5,Over,1.98,0.4563,-9.65,True,0.98,1-2
ensemble_raw,Saudi Arabia,Mexico,Over2.5,Over,1.98,0.4485,-11.19,True,0.98,1-2
ensemble_calibrated,Saudi Arabia,Mexico,Over2.5,Over,1.98,0.4485,-11.19,True,0.98,1-2
xgb_clean,Saudi Arabia,Mexico,Under2.5,Under,1.93,0.5718,10.35,False,-1.0,1-2
poisson_dixon_coles,Saudi Arabia,Mexico,Under2.5,Under,1.93,0.5437,4.93,False,-1.0,1-2
ensemble_raw,Saudi Arabia,Mexico,Under2.5,Under,1.93,0.5515,6.44,False,-1.0,1-2
ensemble_calibrated,Saudi Arabia,Mexico,Under2.5,Under,1.93,0.5515,6.44,False,-1.0,1-2
xgb_clean,Australia,Denmark,1X2-H,Australia,6.5,0.2207,43.44,True,5.5,1-0
poisson_dixon_coles,Australia,Denmark,1X2-H,Australia,6.5,0.3114,102.41,True,5.5,1-0
ensemble_raw,Australia,Denmark,1X2-H,Australia,6.5,0.2862,86.06,True,5.5,1-0
ensemble_calibrated,Australia,Denmark,1X2-H,Australia,6.5,0.2448,59.1,True,5.5,1-0
xgb_clean,Australia,Denmark,1X2-A,Denmark,1.51,0.4768,-28.01,False,-1.0,1-0
poisson_dixon_coles,Australia,Denmark,1X2-A,Denmark,1.51,0.3929,-40.67,False,-1.0,1-0
ensemble_raw,Australia,Denmark,1X2-A,Denmark,1.51,0.4162,-37.16,False,-1.0,1-0
ensemble_calibrated,Australia,Denmark,1X2-A,Denmark,1.51,0.4573,-30.95,False,-1.0,1-0
xgb_clean,Australia,Denmark,1X2-D,Draw,4.65,0.3025,40.68,False,-1.0,1-0
poisson_dixon_coles,Australia,Denmark,1X2-D,Draw,4.65,0.2957,37.5,False,-1.0,1-0
ensemble_raw,Australia,Denmark,1X2-D,Draw,4.65,0.2976,38.38,False,-1.0,1-0
ensemble_calibrated,Australia,Denmark,1X2-D,Draw,4.65,0.298,38.56,False,-1.0,1-0
xgb_clean,Australia,Denmark,Over2.5,Over,2.0,0.4224,-15.51,False,-1.0,1-0
poisson_dixon_coles,Australia,Denmark,Over2.5,Over,2.0,0.4131,-17.38,False,-1.0,1-0
ensemble_raw,Australia,Denmark,Over2.5,Over,2.0,0.4157,-16.86,False,-1.0,1-0
ensemble_calibrated,Australia,Denmark,Over2.5,Over,2.0,0.4157,-16.86,False,-1.0,1-0
xgb_clean,Australia,Denmark,Under2.5,Under,1.91,0.5776,10.31,True,0.91,1-0
poisson_dixon_coles,Australia,Denmark,Under2.5,Under,1.91,0.5869,12.1,True,0.91,1-0
ensemble_raw,Australia,Denmark,Under2.5,Under,1.91,0.5843,11.6,True,0.91,1-0
ensemble_calibrated,Australia,Denmark,Under2.5,Under,1.91,0.5843,11.6,True,0.91,1-0
xgb_clean,Tunisia,France,1X2-A,France,1.53,0.7713,18.0,False,-1.0,1-0
poisson_dixon_coles,Tunisia,France,1X2-A,France,1.53,0.6862,4.99,False,-1.0,1-0
ensemble_raw,Tunisia,France,1X2-A,France,1.53,0.7098,8.6,False,-1.0,1-0
ensemble_calibrated,Tunisia,France,1X2-A,France,1.53,0.7212,10.34,False,-1.0,1-0
xgb_clean,Tunisia,France,1X2-H,Tunisia,7.0,0.0684,-52.14,True,6.0,1-0
poisson_dixon_coles,Tunisia,France,1X2-H,Tunisia,7.0,0.1103,-22.79,True,6.0,1-0
ensemble_raw,Tunisia,France,1X2-H,Tunisia,7.0,0.0987,-30.93,True,6.0,1-0
ensemble_calibrated,Tunisia,France,1X2-H,Tunisia,7.0,0.1008,-29.43,True,6.0,1-0
xgb_clean,Tunisia,France,1X2-D,Draw,4.5,0.1604,-27.84,False,-1.0,1-0
poisson_dixon_coles,Tunisia,France,1X2-D,Draw,4.5,0.2035,-8.43,False,-1.0,1-0
ensemble_raw,Tunisia,France,1X2-D,Draw,4.5,0.1915,-13.81,False,-1.0,1-0
ensemble_calibrated,Tunisia,France,1X2-D,Draw,4.5,0.178,-19.91,False,-1.0,1-0
xgb_clean,Tunisia,France,Over2.5,Over,1.93,0.4693,-9.42,False,-1.0,1-0
poisson_dixon_coles,Tunisia,France,Over2.5,Over,1.93,0.5245,1.23,False,-1.0,1-0
ensemble_raw,Tunisia,France,Over2.5,Over,1.93,0.5092,-1.72,False,-1.0,1-0
ensemble_calibrated,Tunisia,France,Over2.5,Over,1.93,0.5092,-1.72,False,-1.0,1-0
xgb_clean,Tunisia,France,Under2.5,Under,1.95,0.5307,3.48,True,0.95,1-0
poisson_dixon_coles,Tunisia,France,Under2.5,Under,1.95,0.4755,-7.28,True,0.95,1-0
ensemble_raw,Tunisia,France,Under2.5,Under,1.95,0.4908,-4.29,True,0.95,1-0
ensemble_calibrated,Tunisia,France,Under2.5,Under,1.95,0.4908,-4.29,True,0.95,1-0
xgb_clean,Croatia,Belgium,1X2-A,Belgium,2.59,0.3867,0.16,False,-1.0,0-0
poisson_dixon_coles,Croatia,Belgium,1X2-A,Belgium,2.59,0.4006,3.76,False,-1.0,0-0
ensemble_raw,Croatia,Belgium,1X2-A,Belgium,2.59,0.3967,2.75,False,-1.0,0-0
ensemble_calibrated,Croatia,Belgium,1X2-A,Belgium,2.59,0.4022,4.18,False,-1.0,0-0
