model_variant,home_team,away_team,mercado,seleccion,cuota,prob_modelo,ev_pct,win,profit,resultado_real
xgb_clean,Croatia,Belgium,1X2-H,Croatia,2.85,0.3227,-8.04,False,-1.0,0-0
poisson_dixon_coles,Croatia,Belgium,1X2-H,Croatia,2.85,0.3038,-13.42,False,-1.0,0-0
ensemble_raw,Croatia,Belgium,1X2-H,Croatia,2.85,0.309,-11.93,False,-1.0,0-0
ensemble_calibrated,Croatia,Belgium,1X2-H,Croatia,2.85,0.2934,-16.39,False,-1.0,0-0
xgb_clean,Croatia,Belgium,1X2-D,Draw,3.51,0.2906,2.0,True,2.51,0-0
poisson_dixon_coles,Croatia,Belgium,1X2-D,Draw,3.51,0.2957,3.79,True,2.51,0-0
ensemble_raw,Croatia,Belgium,1X2-D,Draw,3.51,0.2943,3.29,True,2.51,0-0
ensemble_calibrated,Croatia,Belgium,1X2-D,Draw,3.51,0.3044,6.84,True,2.51,0-0
xgb_clean,Croatia,Belgium,Over2.5,Over,2.06,0.484,-0.29,False,-1.0,0-0
poisson_dixon_coles,Croatia,Belgium,Over2.5,Over,2.06,0.4115,-15.23,False,-1.0,0-0
ensemble_raw,Croatia,Belgium,Over2.5,Over,2.06,0.4316,-11.09,False,-1.0,0-0
ensemble_calibrated,Croatia,Belgium,Over2.5,Over,2.06,0.4316,-11.09,False,-1.0,0-0
xgb_clean,Croatia,Belgium,Under2.5,Under,1.85,0.516,-4.55,True,0.85,0-0
poisson_dixon_coles,Croatia,Belgium,Under2.5,Under,1.85,0.5885,8.87,True,0.85,0-0
ensemble_raw,Croatia,Belgium,Under2.5,Under,1.85,0.5684,5.15,True,0.85,0-0
ensemble_calibrated,Croatia,Belgium,Under2.5,Under,1.85,0.5684,5.15,True,0.85,0-0
xgb_clean,Canada,Morocco,1X2-H,Canada,4.72,0.2188,3.28,False,-1.0,1-2
poisson_dixon_coles,Canada,Morocco,1X2-H,Canada,4.72,0.2745,29.56,False,-1.0,1-2
ensemble_raw,Canada,Morocco,1X2-H,Canada,4.72,0.2591,22.27,False,-1.0,1-2
ensemble_calibrated,Canada,Morocco,1X2-H,Canada,4.72,0.2432,14.77,False,-1.0,1-2
xgb_clean,Canada,Morocco,1X2-A,Morocco,1.87,0.519,-2.96,True,0.87,1-2
poisson_dixon_coles,Canada,Morocco,1X2-A,Morocco,1.87,0.4413,-17.48,True,0.87,1-2
ensemble_raw,Canada,Morocco,1X2-A,Morocco,1.87,0.4628,-13.45,True,0.87,1-2
ensemble_calibrated,Canada,Morocco,1X2-A,Morocco,1.87,0.4608,-13.82,True,0.87,1-2
xgb_clean,Canada,Morocco,1X2-D,Draw,3.61,0.2622,-5.33,False,-1.0,1-2
poisson_dixon_coles,Canada,Morocco,1X2-D,Draw,3.61,0.2842,2.6,False,-1.0,1-2
ensemble_raw,Canada,Morocco,1X2-D,Draw,3.61,0.2781,0.4,False,-1.0,1-2
ensemble_calibrated,Canada,Morocco,1X2-D,Draw,3.61,0.296,6.86,False,-1.0,1-2
xgb_clean,Costa Rica,Germany,1X2-H,Costa Rica,22.0,0.2421,432.67,False,-1.0,2-4
poisson_dixon_coles,Costa Rica,Germany,1X2-H,Costa Rica,22.0,0.2285,402.7,False,-1.0,2-4
ensemble_raw,Costa Rica,Germany,1X2-H,Costa Rica,22.0,0.2323,411.05,False,-1.0,2-4
ensemble_calibrated,Costa Rica,Germany,1X2-H,Costa Rica,22.0,0.2273,400.01,False,-1.0,2-4
xgb_clean,Costa Rica,Germany,1X2-A,Germany,1.12,0.5193,-41.84,True,0.12,2-4
poisson_dixon_coles,Costa Rica,Germany,1X2-A,Germany,1.12,0.511,-42.77,True,0.12,2-4
ensemble_raw,Costa Rica,Germany,1X2-A,Germany,1.12,0.5133,-42.51,True,0.12,2-4
ensemble_calibrated,Costa Rica,Germany,1X2-A,Germany,1.12,0.497,-44.34,True,0.12,2-4
xgb_clean,Costa Rica,Germany,1X2-D,Draw,11.0,0.2386,162.48,False,-1.0,2-4
poisson_dixon_coles,Costa Rica,Germany,1X2-D,Draw,11.0,0.2604,186.44,False,-1.0,2-4
ensemble_raw,Costa Rica,Germany,1X2-D,Draw,11.0,0.2544,179.82,False,-1.0,2-4
ensemble_calibrated,Costa Rica,Germany,1X2-D,Draw,11.0,0.2758,203.34,False,-1.0,2-4
xgb_clean,Japan,Spain,1X2-H,Japan,7.25,0.1671,21.13,True,6.25,2-1
poisson_dixon_coles,Japan,Spain,1X2-H,Japan,7.25,0.1806,30.94,True,6.25,2-1
ensemble_raw,Japan,Spain,1X2-H,Japan,7.25,0.1768,28.22,True,6.25,2-1
ensemble_calibrated,Japan,Spain,1X2-H,Japan,7.25,0.1458,5.71,True,6.25,2-1
xgb_clean,Japan,Spain,1X2-A,Spain,1.48,0.5987,-11.39,False,-1.0,2-1
poisson_dixon_coles,Japan,Spain,1X2-A,Spain,1.48,0.5734,-15.14,False,-1.0,2-1
ensemble_raw,Japan,Spain,1X2-A,Spain,1.48,0.5804,-14.1,False,-1.0,2-1
ensemble_calibrated,Japan,Spain,1X2-A,Spain,1.48,0.6168,-8.72,False,-1.0,2-1
xgb_clean,Japan,Spain,1X2-D,Draw,4.8,0.2342,12.42,False,-1.0,2-1
poisson_dixon_coles,Japan,Spain,1X2-D,Draw,4.8,0.246,18.08,False,-1.0,2-1
ensemble_raw,Japan,Spain,1X2-D,Draw,4.8,0.2427,16.51,False,-1.0,2-1
ensemble_calibrated,Japan,Spain,1X2-D,Draw,4.8,0.2374,13.96,False,-1.0,2-1
xgb_clean,Japan,Spain,Over2.5,Over,1.93,0.4347,-16.1,True,0.93,2-1
poisson_dixon_coles,Japan,Spain,Over2.5,Over,1.93,0.4948,-4.5,True,0.93,2-1
ensemble_raw,Japan,Spain,Over2.5,Over,1.93,0.4781,-7.72,True,0.93,2-1
ensemble_calibrated,Japan,Spain,Over2.5,Over,1.93,0.4781,-7.72,True,0.93,2-1
xgb_clean,Japan,Spain,Under2.5,Under,1.97,0.5653,11.36,False,-1.0,2-1
poisson_dixon_coles,Japan,Spain,Under2.5,Under,1.97,0.5052,-0.48,False,-1.0,2-1
ensemble_raw,Japan,Spain,Under2.5,Under,1.97,0.5219,2.81,False,-1.0,2-1
ensemble_calibrated,Japan,Spain,Under2.5,Under,1.97,0.5219,2.81,False,-1.0,2-1
xgb_clean,Serbia,Switzerland,1X2-H,Serbia,2.55,0.3079,-21.49,False,-1.0,2-3
poisson_dixon_coles,Serbia,Switzerland,1X2-H,Serbia,2.55,0.3021,-22.96,False,-1.0,2-3
ensemble_raw,Serbia,Switzerland,1X2-H,Serbia,2.55,0.3037,-22.56,False,-1.0,2-3
ensemble_calibrated,Serbia,Switzerland,1X2-H,Serbia,2.55,0.2934,-25.19,False,-1.0,2-3
xgb_clean,Serbia,Switzerland,1X2-A,Switzerland,2.93,0.3932,15.21,True,1.93,2-3
poisson_dixon_coles,Serbia,Switzerland,1X2-A,Switzerland,2.93,0.4124,20.83,True,1.93,2-3
ensemble_raw,Serbia,Switzerland,1X2-A,Switzerland,2.93,0.4071,19.27,True,1.93,2-3
ensemble_calibrated,Serbia,Switzerland,1X2-A,Switzerland,2.93,0.4022,17.85,True,1.93,2-3
xgb_clean,Serbia,Switzerland,1X2-D,Draw,3.47,0.2989,3.73,False,-1.0,2-3
poisson_dixon_coles,Serbia,Switzerland,1X2-D,Draw,3.47,0.2855,-0.93,False,-1.0,2-3
ensemble_raw,Serbia,Switzerland,1X2-D,Draw,3.47,0.2892,0.36,False,-1.0,2-3
ensemble_calibrated,Serbia,Switzerland,1X2-D,Draw,3.47,0.3044,5.62,False,-1.0,2-3
xgb_clean,Serbia,Switzerland,Over2.5,Over,1.97,0.4819,-5.07,True,0.97,2-3
poisson_dixon_coles,Serbia,Switzerland,Over2.5,Over,1.97,0.4469,-11.96,True,0.97,2-3
ensemble_raw,Serbia,Switzerland,Over2.5,Over,1.97,0.4566,-10.05,True,0.97,2-3
ensemble_calibrated,Serbia,Switzerland,Over2.5,Over,1.97,0.4566,-10.05,True,0.97,2-3
xgb_clean,Serbia,Switzerland,Under2.5,Under,1.93,0.5181,0.0,False,-1.0,2-3
poisson_dixon_coles,Serbia,Switzerland,Under2.5,Under,1.93,0.5531,6.75,False,-1.0,2-3
ensemble_raw,Serbia,Switzerland,Under2.5,Under,1.93,0.5434,4.88,False,-1.0,2-3
ensemble_calibrated,Serbia,Switzerland,Under2.5,Under,1.93,0.5434,4.88,False,-1.0,2-3
xgb_clean,South Korea,Portugal,1X2-A,Portugal,1.85,0.6126,13.32,False,-1.0,2-1
poisson_dixon_coles,South Korea,Portugal,1X2-A,Portugal,1.85,0.6358,17.62,False,-1.0,2-1
ensemble_raw,South Korea,Portugal,1X2-A,Portugal,1.85,0.6294,16.43,False,-1.0,2-1
ensemble_calibrated,South Korea,Portugal,1X2-A,Portugal,1.85,0.6485,19.97,False,-1.0,2-1
xgb_clean,South Korea,Portugal,1X2-H,South Korea,4.3,0.135,-41.96,True,3.3,2-1
poisson_dixon_coles,South Korea,Portugal,1X2-H,South Korea,4.3,0.1349,-41.99,True,3.3,2-1
ensemble_raw,South Korea,Portugal,1X2-H,South Korea,4.3,0.1349,-41.98,True,3.3,2-1
ensemble_calibrated,South Korea,Portugal,1X2-H,South Korea,4.3,0.1119,-51.89,True,3.3,2-1
xgb_clean,South Korea,Portugal,1X2-D,Draw,3.96,0.2525,-0.02,False,-1.0,2-1
poisson_dixon_coles,South Korea,Portugal,1X2-D,Draw,3.96,0.2293,-9.2,False,-1.0,2-1
ensemble_raw,South Korea,Portugal,1X2-D,Draw,3.96,0.2357,-6.65,False,-1.0,2-1
ensemble_calibrated,South Korea,Portugal,1X2-D,Draw,3.96,0.2396,-5.1,False,-1.0,2-1
xgb_clean,South Korea,Portugal,Over2.5,Over,1.95,0.4442,-13.38,True,0.95,2-1
poisson_dixon_coles,South Korea,Portugal,Over2.5,Over,1.95,0.4812,-6.17,True,0.95,2-1
ensemble_raw,South Korea,Portugal,Over2.5,Over,1.95,0.4709,-8.17,True,0.95,2-1
ensemble_calibrated,South Korea,Portugal,Over2.5,Over,1.95,0.4709,-8.17,True,0.95,2-1
xgb_clean,South Korea,Portugal,Under2.5,Under,1.95,0.5558,8.38,False,-1.0,2-1
poisson_dixon_coles,South Korea,Portugal,Under2.5,Under,1.95,0.5188,1.17,False,-1.0,2-1
ensemble_raw,South Korea,Portugal,Under2.5,Under,1.95,0.5291,3.17,False,-1.0,2-1
ensemble_calibrated,South Korea,Portugal,Under2.5,Under,1.95,0.5291,3.17,False,-1.0,2-1
xgb_clean,Cameroon,Brazil,1X2-A,Brazil,1.39,0.9304,29.33,False,-1.0,1-0
poisson_dixon_coles,Cameroon,Brazil,1X2-A,Brazil,1.39,0.8897,23.67,False,-1.0,1-0
ensemble_raw,Cameroon,Brazil,1X2-A,Brazil,1.39,0.901,25.24,False,-1.0,1-0
ensemble_calibrated,Cameroon,Brazil,1X2-A,Brazil,1.39,0.9013,25.28,False,-1.0,1-0
xgb_clean,Cameroon,Brazil,1X2-H,Cameroon,8.6,0.0277,-76.2,True,7.6,1-0
poisson_dixon_coles,Cameroon,Brazil,1X2-H,Cameroon,8.6,0.0245,-78.93,True,7.6,1-0
ensemble_raw,Cameroon,Brazil,1X2-H,Cameroon,8.6,0.0254,-78.17,True,7.6,1-0
ensemble_calibrated,Cameroon,Brazil,1X2-H,Cameroon,8.6,0.0193,-83.42,True,7.6,1-0
xgb_clean,Cameroon,Brazil,1X2-D,Draw,5.17,0.0419,-78.34,False,-1.0,1-0
poisson_dixon_coles,Cameroon,Brazil,1X2-D,Draw,5.17,0.0858,-55.64,False,-1.0,1-0
ensemble_raw,Cameroon,Brazil,1X2-D,Draw,5.17,0.0736,-61.93,False,-1.0,1-0
ensemble_calibrated,Cameroon,Brazil,1X2-D,Draw,5.17,0.0794,-58.95,False,-1.0,1-0
xgb_clean,Ghana,Uruguay,1X2-H,Ghana,4.39,0.1015,-55.42,False,-1.0,0-2
poisson_dixon_coles,Ghana,Uruguay,1X2-H,Ghana,4.39,0.1502,-34.06,False,-1.0,0-2
ensemble_raw,Ghana,Uruguay,1X2-H,Ghana,4.39,0.1367,-39.98,False,-1.0,0-2
ensemble_calibrated,Ghana,Uruguay,1X2-H,Ghana,4.39,0.1119,-50.88,False,-1.0,0-2
xgb_clean,Ghana,Uruguay,1X2-A,Uruguay,1.87,0.6893,28.9,True,0.87,0-2
poisson_dixon_coles,Ghana,Uruguay,1X2-A,Uruguay,1.87,0.6115,14.35,True,0.87,0-2
ensemble_raw,Ghana,Uruguay,1X2-A,Uruguay,1.87,0.6331,18.38,True,0.87,0-2
ensemble_calibrated,Ghana,Uruguay,1X2-A,Uruguay,1.87,0.6485,21.26,True,0.87,0-2
xgb_clean,Ghana,Uruguay,1X2-D,Draw,3.85,0.2092,-19.48,False,-1.0,0-2
poisson_dixon_coles,Ghana,Uruguay,1X2-D,Draw,3.85,0.2383,-8.25,False,-1.0,0-2
ensemble_raw,Ghana,Uruguay,1X2-D,Draw,3.85,0.2302,-11.37,False,-1.0,0-2
ensemble_calibrated,Ghana,Uruguay,1X2-D,Draw,3.85,0.2396,-7.74,False,-1.0,0-2
xgb_clean,Ghana,Uruguay,Over2.5,Over,2.06,0.4135,-14.81,False,-1.0,0-2
poisson_dixon_coles,Ghana,Uruguay,Over2.5,Over,2.06,0.4759,-1.96,False,-1.0,0-2
ensemble_raw,Ghana,Uruguay,Over2.5,Over,2.06,0.4586,-5.53,False,-1.0,0-2
ensemble_calibrated,Ghana,Uruguay,Over2.5,Over,2.06,0.4586,-5.53,False,-1.0,0-2
xgb_clean,Ghana,Uruguay,Under2.5,Under,1.85,0.5865,8.5,True,0.85,0-2
poisson_dixon_coles,Ghana,Uruguay,Under2.5,Under,1.85,0.5241,-3.04,True,0.85,0-2
ensemble_raw,Ghana,Uruguay,Under2.5,Under,1.85,0.5414,0.16,True,0.85,0-2
ensemble_calibrated,Ghana,Uruguay,Under2.5,Under,1.85,0.5414,0.16,True,0.85,0-2
xgb_clean,Netherlands,United States,1X2-H,Netherlands,2.1,0.5544,16.43,True,1.1,3-1
poisson_dixon_coles,Netherlands,United States,1X2-H,Netherlands,2.1,0.4537,-4.72,True,1.1,3-1
ensemble_raw,Netherlands,United States,1X2-H,Netherlands,2.1,0.4816,1.14,True,1.1,3-1
ensemble_calibrated,Netherlands,United States,1X2-H,Netherlands,2.1,0.4326,-9.16,True,1.1,3-1
xgb_clean,Netherlands,United States,1X2-A,USA,4.14,0.1405,-41.85,False,-1.0,3-1
poisson_dixon_coles,Netherlands,United States,1X2-A,USA,4.14,0.2726,12.86,False,-1.0,3-1
ensemble_raw,Netherlands,United States,1X2-A,USA,4.14,0.236,-2.31,False,-1.0,3-1
ensemble_calibrated,Netherlands,United States,1X2-A,USA,4.14,0.2244,-7.12,False,-1.0,3-1
xgb_clean,Netherlands,United States,1X2-D,Draw,3.31,0.3051,1.0,False,-1.0,3-1
poisson_dixon_coles,Netherlands,United States,1X2-D,Draw,3.31,0.2737,-9.41,False,-1.0,3-1
ensemble_raw,Netherlands,United States,1X2-D,Draw,3.31,0.2824,-6.52,False,-1.0,3-1
ensemble_calibrated,Netherlands,United States,1X2-D,Draw,3.31,0.3431,13.56,False,-1.0,3-1
xgb_clean,Argentina,Australia,1X2-H,Argentina,1.29,0.7942,2.46,True,0.29,2-1
poisson_dixon_coles,Argentina,Australia,1X2-H,Argentina,1.29,0.762,-1.7,True,0.29,2-1
ensemble_raw,Argentina,Australia,1X2-H,Argentina,1.29,0.7709,-0.55,True,0.29,2-1
ensemble_calibrated,Argentina,Australia,1X2-H,Argentina,1.29,0.8098,4.46,True,0.29,2-1
xgb_clean,Argentina,Australia,1X2-A,Australia,11.5,0.0602,-30.76,False,-1.0,2-1
poisson_dixon_coles,Argentina,Australia,1X2-A,Australia,11.5,0.0747,-14.1,False,-1.0,2-1
ensemble_raw,Argentina,Australia,1X2-A,Australia,11.5,0.0707,-18.72,False,-1.0,2-1
ensemble_calibrated,Argentina,Australia,1X2-A,Australia,11.5,0.0443,-49.06,False,-1.0,2-1
xgb_clean,Argentina,Australia,1X2-D,Draw,6.25,0.1455,-9.03,False,-1.0,2-1
poisson_dixon_coles,Argentina,Australia,1X2-D,Draw,6.25,0.1633,2.06,False,-1.0,2-1
ensemble_raw,Argentina,Australia,1X2-D,Draw,6.25,0.1584,-1.01,False,-1.0,2-1
ensemble_calibrated,Argentina,Australia,1X2-D,Draw,6.25,0.1459,-8.8,False,-1.0,2-1
xgb_clean,France,Poland,1X2-H,France,1.34,0.5596,-25.01,True,0.34,3-1
poisson_dixon_coles,France,Poland,1X2-H,France,1.34,0.5906,-20.86,True,0.34,3-1
ensemble_raw,France,Poland,1X2-H,France,1.34,0.582,-22.01,True,0.34,3-1
ensemble_calibrated,France,Poland,1X2-H,France,1.34,0.5487,-26.47,True,0.34,3-1
xgb_clean,France,Poland,1X2-A,Poland,10.75,0.2028,117.99,False,-1.0,3-1
poisson_dixon_coles,France,Poland,1X2-A,Poland,10.75,0.1823,95.97,False,-1.0,3-1
ensemble_raw,France,Poland,1X2-A,Poland,10.75,0.188,102.08,False,-1.0,3-1
ensemble_calibrated,France,Poland,1X2-A,Poland,10.75,0.2126,128.55,False,-1.0,3-1
xgb_clean,France,Poland,1X2-D,Draw,5.4,0.2376,28.29,False,-1.0,3-1
poisson_dixon_coles,France,Poland,1X2-D,Draw,5.4,0.2271,22.63,False,-1.0,3-1
ensemble_raw,France,Poland,1X2-D,Draw,5.4,0.23,24.2,False,-1.0,3-1
ensemble_calibrated,France,Poland,1X2-D,Draw,5.4,0.2387,28.89,False,-1.0,3-1
xgb_clean,England,Senegal,1X2-H,England,1.55,0.6082,-5.74,True,0.55,3-0
poisson_dixon_coles,England,Senegal,1X2-H,England,1.55,0.5843,-9.43,True,0.55,3-0
ensemble_raw,England,Senegal,1X2-H,England,1.55,0.5909,-8.41,True,0.55,3-0
ensemble_calibrated,England,Senegal,1X2-H,England,1.55,0.599,-7.16,True,0.55,3-0
xgb_clean,England,Senegal,1X2-A,Senegal,7.35,0.1337,-1.75,False,-1.0,3-0
poisson_dixon_coles,England,Senegal,1X2-A,Senegal,7.35,0.1869,37.37,False,-1.0,3-0
ensemble_raw,England,Senegal,1X2-A,Senegal,7.35,0.1721,26.52,False,-1.0,3-0
ensemble_calibrated,England,Senegal,1X2-A,Senegal,7.35,0.1655,21.64,False,-1.0,3-0
xgb_clean,England,Senegal,1X2-D,Draw,4.1,0.2582,5.85,False,-1.0,3-0
poisson_dixon_coles,England,Senegal,1X2-D,Draw,4.1,0.2288,-6.19,False,-1.0,3-0
ensemble_raw,England,Senegal,1X2-D,Draw,4.1,0.2369,-2.85,False,-1.0,3-0
ensemble_calibrated,England,Senegal,1X2-D,Draw,4.1,0.2355,-3.43,False,-1.0,3-0
xgb_clean,Japan,Croatia,1X2-A,Croatia,2.11,0.3026,-36.14,False,-1.0,1-1
poisson_dixon_coles,Japan,Croatia,1X2-A,Croatia,2.11,0.4226,-10.83,False,-1.0,1-1
ensemble_raw,Japan,Croatia,1X2-A,Croatia,2.11,0.3894,-17.84,False,-1.0,1-1
ensemble_calibrated,Japan,Croatia,1X2-A,Croatia,2.11,0.4022,-15.13,False,-1.0,1-1
xgb_clean,Japan,Croatia,1X2-H,Japan,4.06,0.3739,51.81,False,-1.0,1-1
poisson_dixon_coles,Japan,Croatia,1X2-H,Japan,4.06,0.2991,21.43,False,-1.0,1-1
ensemble_raw,Japan,Croatia,1X2-H,Japan,4.06,0.3199,29.87,False,-1.0,1-1
ensemble_calibrated,Japan,Croatia,1X2-H,Japan,4.06,0.2934,19.11,False,-1.0,1-1
xgb_clean,Japan,Croatia,1X2-D,Draw,3.31,0.3234,7.06,True,2.31,1-1
poisson_dixon_coles,Japan,Croatia,1X2-D,Draw,3.31,0.2782,-7.92,True,2.31,1-1
ensemble_raw,Japan,Croatia,1X2-D,Draw,3.31,0.2908,-3.76,True,2.31,1-1
ensemble_calibrated,Japan,Croatia,1X2-D,Draw,3.31,0.3044,0.75,True,2.31,1-1
xgb_clean,Brazil,South Korea,1X2-H,Brazil,1.29,0.8404,8.42,True,0.29,4-1
poisson_dixon_coles,Brazil,South Korea,1X2-H,Brazil,1.29,0.7213,-6.95,True,0.29,4-1
ensemble_raw,Brazil,South Korea,1X2-H,Brazil,1.29,0.7543,-2.69,True,0.29,4-1
ensemble_calibrated,Brazil,South Korea,1X2-H,Brazil,1.29,0.7756,0.05,True,0.29,4-1
xgb_clean,Brazil,South Korea,1X2-A,South Korea,12.0,0.0536,-35.73,False,-1.0,4-1
poisson_dixon_coles,Brazil,South Korea,1X2-A,South Korea,12.0,0.1024,22.88,False,-1.0,4-1
ensemble_raw,Brazil,South Korea,1X2-A,South Korea,12.0,0.0889,6.63,False,-1.0,4-1
ensemble_calibrated,Brazil,South Korea,1X2-A,South Korea,12.0,0.0972,16.68,False,-1.0,4-1
xgb_clean,Brazil,South Korea,1X2-D,Draw,6.0,0.106,-36.41,False,-1.0,4-1
poisson_dixon_coles,Brazil,South Korea,1X2-D,Draw,6.0,0.1763,5.78,False,-1.0,4-1
ensemble_raw,Brazil,South Korea,1X2-D,Draw,6.0,0.1568,-5.92,False,-1.0,4-1
ensemble_calibrated,Brazil,South Korea,1X2-D,Draw,6.0,0.1272,-23.68,False,-1.0,4-1
xgb_clean,Portugal,Switzerland,1X2-H,Portugal,1.96,0.4813,-5.66,True,0.96,6-1
poisson_dixon_coles,Portugal,Switzerland,1X2-H,Portugal,1.96,0.4645,-8.96,True,0.96,6-1
ensemble_raw,Portugal,Switzerland,1X2-H,Portugal,1.96,0.4692,-8.04,True,0.96,6-1
ensemble_calibrated,Portugal,Switzerland,1X2-H,Portugal,1.96,0.4326,-15.22,True,0.96,6-1
xgb_clean,Portugal,Switzerland,1X2-A,Switzerland,4.43,0.1881,-16.68,False,-1.0,6-1
poisson_dixon_coles,Portugal,Switzerland,1X2-A,Switzerland,4.43,0.2611,15.67,False,-1.0,6-1
ensemble_raw,Portugal,Switzerland,1X2-A,Switzerland,4.43,0.2409,6.7,False,-1.0,6-1
ensemble_calibrated,Portugal,Switzerland,1X2-A,Switzerland,4.43,0.2244,-0.61,False,-1.0,6-1
xgb_clean,Portugal,Switzerland,1X2-D,Draw,3.48,0.3306,15.05,False,-1.0,6-1
poisson_dixon_coles,Portugal,Switzerland,1X2-D,Draw,3.48,0.2744,-4.51,False,-1.0,6-1
ensemble_raw,Portugal,Switzerland,1X2-D,Draw,3.48,0.29,0.92,False,-1.0,6-1
ensemble_calibrated,Portugal,Switzerland,1X2-D,Draw,3.48,0.3431,19.39,False,-1.0,6-1
xgb_clean,Morocco,Spain,1X2-H,Morocco,6.15,0.1934,18.96,False,-1.0,0-0
poisson_dixon_coles,Morocco,Spain,1X2-H,Morocco,6.15,0.197,21.16,False,-1.0,0-0
ensemble_raw,Morocco,Spain,1X2-H,Morocco,6.15,0.196,20.55,False,-1.0,0-0
ensemble_calibrated,Morocco,Spain,1X2-H,Morocco,6.15,0.1401,-13.86,False,-1.0,0-0
xgb_clean,Morocco,Spain,1X2-A,Spain,1.65,0.5971,-1.48,False,-1.0,0-0
poisson_dixon_coles,Morocco,Spain,1X2-A,Spain,1.65,0.5365,-11.48,False,-1.0,0-0
ensemble_raw,Morocco,Spain,1X2-A,Spain,1.65,0.5533,-8.7,False,-1.0,0-0
ensemble_calibrated,Morocco,Spain,1X2-A,Spain,1.65,0.5925,-2.24,False,-1.0,0-0
xgb_clean,Morocco,Spain,1X2-D,Draw,3.95,0.2095,-17.26,True,2.95,0-0
poisson_dixon_coles,Morocco,Spain,1X2-D,Draw,3.95,0.2665,5.27,True,2.95,0-0
ensemble_raw,Morocco,Spain,1X2-D,Draw,3.95,0.2507,-0.98,True,2.95,0-0
ensemble_calibrated,Morocco,Spain,1X2-D,Draw,3.95,0.2674,5.64,True,2.95,0-0
xgb_clean,Croatia,Brazil,1X2-A,Brazil,1.42,0.6726,-4.49,False,-1.0,1-1
poisson_dixon_coles,Croatia,Brazil,1X2-A,Brazil,1.42,0.6921,-1.72,False,-1.0,1-1
ensemble_raw,Croatia,Brazil,1X2-A,Brazil,1.42,0.6867,-2.49,False,-1.0,1-1
ensemble_calibrated,Croatia,Brazil,1X2-A,Brazil,1.42,0.7128,1.22,False,-1.0,1-1
xgb_clean,Croatia,Brazil,1X2-H,Croatia,8.85,0.121,7.09,False,-1.0,1-1
poisson_dixon_coles,Croatia,Brazil,1X2-H,Croatia,8.85,0.1154,2.13,False,-1.0,1-1
ensemble_raw,Croatia,Brazil,1X2-H,Croatia,8.85,0.117,3.5,False,-1.0,1-1
ensemble_calibrated,Croatia,Brazil,1X2-H,Croatia,8.85,0.1057,-6.46,False,-1.0,1-1
xgb_clean,Croatia,Brazil,1X2-D,Draw,4.9,0.2064,1.15,True,3.9,1-1
poisson_dixon_coles,Croatia,Brazil,1X2-D,Draw,4.9,0.1925,-5.67,True,3.9,1-1
ensemble_raw,Croatia,Brazil,1X2-D,Draw,4.9,0.1964,-3.78,True,3.9,1-1
ensemble_calibrated,Croatia,Brazil,1X2-D,Draw,4.9,0.1815,-11.06,True,3.9,1-1
xgb_clean,Croatia,Brazil,Over2.5,Over,1.96,0.4716,-7.56,False,-1.0,1-1
poisson_dixon_coles,Croatia,Brazil,Over2.5,Over,1.96,0.5829,14.25,False,-1.0,1-1
ensemble_raw,Croatia,Brazil,Over2.5,Over,1.96,0.552,8.2,False,-1.0,1-1
ensemble_calibrated,Croatia,Brazil,Over2.5,Over,1.96,0.552,8.2,False,-1.0,1-1
xgb_clean,Croatia,Brazil,Under2.5,Under,1.94,0.5284,2.5,True,0.94,1-1
poisson_dixon_coles,Croatia,Brazil,Under2.5,Under,1.94,0.4171,-19.08,True,0.94,1-1
ensemble_raw,Croatia,Brazil,Under2.5,Under,1.94,0.448,-13.1,True,0.94,1-1
ensemble_calibrated,Croatia,Brazil,Under2.5,Under,1.94,0.448,-13.1,True,0.94,1-1
xgb_clean,Netherlands,Argentina,1X2-A,Argentina,2.19,0.4594,0.6,False,-1.0,2-2
poisson_dixon_coles,Netherlands,Argentina,1X2-A,Argentina,2.19,0.5014,9.81,False,-1.0,2-2
ensemble_raw,Netherlands,Argentina,1X2-A,Argentina,2.19,0.4897,7.25,False,-1.0,2-2
ensemble_calibrated,Netherlands,Argentina,1X2-A,Argentina,2.19,0.4851,6.25,False,-1.0,2-2
xgb_clean,Netherlands,Argentina,1X2-H,Netherlands,3.85,0.2545,-2.02,False,-1.0,2-2
poisson_dixon_coles,Netherlands,Argentina,1X2-H,Netherlands,3.85,0.2399,-7.64,False,-1.0,2-2
ensemble_raw,Netherlands,Argentina,1X2-H,Netherlands,3.85,0.2439,-6.08,False,-1.0,2-2
ensemble_calibrated,Netherlands,Argentina,1X2-H,Netherlands,3.85,0.2367,-8.88,False,-1.0,2-2
xgb_clean,Netherlands,Argentina,1X2-D,Draw,3.28,0.2862,-6.14,True,2.28,2-2
poisson_dixon_coles,Netherlands,Argentina,1X2-D,Draw,3.28,0.2587,-15.15,True,2.28,2-2
ensemble_raw,Netherlands,Argentina,1X2-D,Draw,3.28,0.2663,-12.65,True,2.28,2-2
ensemble_calibrated,Netherlands,Argentina,1X2-D,Draw,3.28,0.2782,-8.76,True,2.28,2-2
xgb_clean,Morocco,Portugal,1X2-H,Morocco,5.88,0.2505,47.3,True,4.88,1-0
poisson_dixon_coles,Morocco,Portugal,1X2-H,Morocco,5.88,0.1765,3.78,True,4.88,1-0
ensemble_raw,Morocco,Portugal,1X2-H,Morocco,5.88,0.197,15.85,True,4.88,1-0
