home_team,away_team,mercado,seleccion,cuota,prob_modelo,ev_pct,apostada,win,profit,resultado_real,model_variant,match_key,strategy_market_ok,strategy_ev_ok,strategy_odds_ok,strategy_bet_allowed,strategy_reason,profit_strategy
Argentina,Australia,1X2-A,Australia,11.5,0.0779,-10.46,False,False,0.0,2-1,legacy_model,Argentina vs Australia,True,False,False,False,ev_outside_range,0.0
Argentina,Australia,1X2-D,Draw,6.25,0.214,33.75,True,False,-1.0,2-1,legacy_model,Argentina vs Australia,False,True,False,False,excluded_market,0.0
France,Poland,1X2-H,France,1.34,0.5609,-24.84,False,True,0.0,3-1,legacy_model,France vs Poland,True,False,False,False,ev_outside_range,0.0
France,Poland,1X2-A,Poland,10.75,0.1858,99.71,True,False,-1.0,3-1,legacy_model,France vs Poland,True,False,False,False,ev_outside_range,0.0
France,Poland,1X2-D,Draw,5.4,0.2533,36.8,True,False,-1.0,3-1,legacy_model,France vs Poland,False,True,False,False,excluded_market,0.0
England,Senegal,1X2-H,England,1.55,0.6477,0.39,False,True,0.0,3-0,legacy_model,England vs Senegal,True,False,True,False,ev_outside_range,0.0
England,Senegal,1X2-A,Senegal,7.35,0.0948,-30.33,False,False,0.0,3-0,legacy_model,England vs Senegal,True,False,False,False,ev_outside_range,0.0
England,Senegal,1X2-D,Draw,4.1,0.2575,5.59,True,False,-1.0,3-0,legacy_model,England vs Senegal,False,False,False,False,excluded_market,0.0
Japan,Croatia,1X2-A,Croatia,2.11,0.3707,-21.78,False,False,0.0,1-1,legacy_model,Japan vs Croatia,True,False,True,False,ev_outside_range,0.0
Japan,Croatia,1X2-H,Japan,4.06,0.3184,29.26,True,False,-1.0,1-1,legacy_model,Japan vs Croatia,True,True,False,False,odds_outside_range,0.0
Japan,Croatia,1X2-D,Draw,3.31,0.3109,2.92,False,True,0.0,1-1,legacy_model,Japan vs Croatia,False,False,False,False,excluded_market,0.0
Brazil,South Korea,1X2-H,Brazil,1.29,0.7686,-0.85,False,True,0.0,4-1,legacy_model,Brazil vs South Korea,True,False,False,False,ev_outside_range,0.0
Brazil,South Korea,1X2-A,South Korea,12.0,0.0724,-13.08,False,False,0.0,4-1,legacy_model,Brazil vs South Korea,True,False,False,False,ev_outside_range,0.0
Brazil,South Korea,1X2-D,Draw,6.0,0.1589,-4.63,False,False,0.0,4-1,legacy_model,Brazil vs South Korea,False,False,False,False,excluded_market,0.0
Portugal,Switzerland,1X2-H,Portugal,1.96,0.4449,-12.79,False,True,0.0,6-1,legacy_model,Portugal vs Switzerland,True,False,True,False,ev_outside_range,0.0
Portugal,Switzerland,1X2-A,Switzerland,4.43,0.19,-15.84,False,False,0.0,6-1,legacy_model,Portugal vs Switzerland,True,False,False,False,ev_outside_range,0.0
Portugal,Switzerland,1X2-D,Draw,3.48,0.3651,27.05,True,False,-1.0,6-1,legacy_model,Portugal vs Switzerland,False,True,False,False,excluded_market,0.0
Morocco,Spain,1X2-H,Morocco,6.15,0.1702,4.68,False,False,0.0,0-0,legacy_model,Morocco vs Spain,True,False,False,False,ev_outside_range,0.0
Morocco,Spain,1X2-A,Spain,1.65,0.6312,4.15,False,False,0.0,0-0,legacy_model,Morocco vs Spain,True,False,True,False,ev_outside_range,0.0
Morocco,Spain,1X2-D,Draw,3.95,0.1986,-21.56,False,True,0.0,0-0,legacy_model,Morocco vs Spain,False,False,False,False,excluded_market,0.0
Croatia,Brazil,1X2-A,Brazil,1.42,0.5995,-14.87,False,False,0.0,1-1,legacy_model,Croatia vs Brazil,True,False,False,False,ev_outside_range,0.0
Croatia,Brazil,1X2-H,Croatia,8.85,0.1539,36.22,True,False,-1.0,1-1,legacy_model,Croatia vs Brazil,True,True,False,False,odds_outside_range,0.0
Croatia,Brazil,1X2-D,Draw,4.9,0.2466,20.81,True,True,3.9,1-1,legacy_model,Croatia vs Brazil,False,True,False,False,excluded_market,0.0
Croatia,Brazil,Over2.5,Over,1.96,0.4163,-18.4,False,False,0.0,1-1,legacy_model,Croatia vs Brazil,False,False,True,False,excluded_market,0.0
Croatia,Brazil,Under2.5,Under,1.94,0.5837,13.23,True,True,0.94,1-1,legacy_model,Croatia vs Brazil,False,True,True,False,excluded_market,0.0
Netherlands,Argentina,1X2-A,Argentina,2.19,0.43,-5.82,False,False,0.0,2-2,legacy_model,Netherlands vs Argentina,True,False,True,False,ev_outside_range,0.0
Netherlands,Argentina,1X2-H,Netherlands,3.85,0.2661,2.44,False,False,0.0,2-2,legacy_model,Netherlands vs Argentina,True,False,False,False,ev_outside_range,0.0
Netherlands,Argentina,1X2-D,Draw,3.28,0.3039,-0.32,False,True,0.0,2-2,legacy_model,Netherlands vs Argentina,False,False,False,False,excluded_market,0.0
Morocco,Portugal,1X2-H,Morocco,5.88,0.1996,17.34,True,True,4.88,1-0,legacy_model,Morocco vs Portugal,True,True,False,False,odds_outside_range,0.0
Morocco,Portugal,1X2-A,Portugal,1.71,0.511,-12.62,False,False,0.0,1-0,legacy_model,Morocco vs Portugal,True,False,True,False,ev_outside_range,0.0
Morocco,Portugal,1X2-D,Draw,3.7,0.2895,7.1,True,False,-1.0,1-0,legacy_model,Morocco vs Portugal,False,False,False,False,excluded_market,0.0
England,France,1X2-H,England,3.01,0.3434,3.36,False,False,0.0,1-2,legacy_model,England vs France,True,False,False,False,ev_outside_range,0.0
England,France,1X2-A,France,2.7,0.3858,4.17,False,True,0.0,1-2,legacy_model,England vs France,True,False,False,False,ev_outside_range,0.0
England,France,1X2-D,Draw,3.13,0.2708,-15.25,False,False,0.0,1-2,legacy_model,England vs France,False,False,False,False,excluded_market,0.0
Argentina,Croatia,1X2-H,Argentina,1.99,0.5701,13.45,True,True,0.99,3-0,legacy_model,Argentina vs Croatia,True,True,True,True,allowed,0.99
Argentina,Croatia,1X2-A,Croatia,4.95,0.1299,-35.69,False,False,0.0,3-0,legacy_model,Argentina vs Croatia,True,False,False,False,ev_outside_range,0.0
Argentina,Croatia,1X2-D,Draw,3.18,0.3,-4.61,False,False,0.0,3-0,legacy_model,Argentina vs Croatia,False,False,False,False,excluded_market,0.0
France,Morocco,1X2-H,France,1.58,0.4744,-25.05,False,True,0.0,2-0,legacy_model,France vs Morocco,True,False,True,False,ev_outside_range,0.0
France,Morocco,1X2-A,Morocco,7.15,0.1789,27.91,True,False,-1.0,2-0,legacy_model,France vs Morocco,True,True,False,False,odds_outside_range,0.0
France,Morocco,1X2-D,Draw,4.0,0.3468,38.7,True,False,-1.0,2-0,legacy_model,France vs Morocco,False,True,False,False,excluded_market,0.0
Croatia,Morocco,1X2-H,Croatia,2.4,0.385,-7.6,False,True,0.0,2-1,legacy_model,Croatia vs Morocco,True,False,True,False,ev_outside_range,0.0
Croatia,Morocco,1X2-A,Morocco,3.05,0.3453,5.32,True,False,-1.0,2-1,legacy_model,Croatia vs Morocco,True,False,False,False,ev_outside_range,0.0
Croatia,Morocco,1X2-D,Draw,3.54,0.2697,-4.54,False,False,0.0,2-1,legacy_model,Croatia vs Morocco,False,False,False,False,excluded_market,0.0
Croatia,Morocco,Over2.5,Over,1.93,0.4256,-17.85,False,True,0.0,2-1,legacy_model,Croatia vs Morocco,False,False,True,False,excluded_market,0.0
Croatia,Morocco,Under2.5,Under,1.98,0.5744,13.72,True,False,-1.0,2-1,legacy_model,Croatia vs Morocco,False,True,True,False,excluded_market,0.0
Argentina,France,1X2-H,Argentina,2.73,0.4399,20.08,True,False,-1.0,3-3,legacy_model,Argentina vs France,True,True,False,False,odds_outside_range,0.0
Argentina,France,1X2-A,France,2.89,0.3113,-10.04,False,False,0.0,3-3,legacy_model,Argentina vs France,True,False,False,False,ev_outside_range,0.0
Argentina,France,1X2-D,Draw,3.27,0.2489,-18.62,False,True,0.0,3-3,legacy_model,Argentina vs France,False,False,False,False,excluded_market,0.0
