date,home_team,away_team,mercado,seleccion,bookmaker,cuota,prob_modelo,cuota_justa,ev_pct,fiabilidad_pct,fiabilidad_nivel
2026-06-24,Bosnia and Herzegovina,Qatar,Under 2.5,Under,williamhill,1.7,0.4965,2.014,-15.59,61.6,MEDIA
2026-06-24,Bosnia and Herzegovina,Qatar,Under 2.5,Under,pmu_fr,1.7,0.4965,2.014,-15.59,61.6,MEDIA
2026-06-24,Scotland,Brazil,Over 2.5,Over,pmu_fr,1.74,0.4849,2.062,-15.63,51.7,MEDIA
2026-06-19,Turkey,Paraguay,Under 2.5,Under,williamhill,1.57,0.5369,1.863,-15.71,63.5,MEDIA
2026-06-15,Iran,New Zealand,Under 2.5,Under,pmu_fr,1.55,0.5418,1.846,-16.02,59.6,MEDIA
2026-06-26,Senegal,Iraq,Over 2.5,Over,williamhill,1.85,0.4538,2.204,-16.05,38.0,BAJA
2026-06-16,Argentina,Algeria,Over 2.5,Over,williamhill,1.83,0.4576,2.185,-16.26,55.1,MEDIA
2026-06-13,Brazil,Morocco,Over 2.5,Over,williamhill,1.95,0.4292,2.33,-16.31,62.2,MEDIA
2026-06-19,United States,Australia,Under 2.5,Under,pmu_fr,1.65,0.5071,1.972,-16.33,72.2,ALTA
2026-06-23,Colombia,DR Congo,Under 2.5,Under,williamhill,1.67,0.5006,1.998,-16.4,51.2,MEDIA
2026-06-15,Belgium,Egypt,Under 2.5,Under,pinnacle,1.85,0.4516,2.214,-16.45,42.9,BAJA
2026-06-22,Argentina,Austria,Under 2.5,Under,pmu_fr,1.76,0.4744,2.108,-16.51,61.0,MEDIA
2026-06-17,Uzbekistan,Colombia,Over 2.5,Over,williamhill,1.91,0.4369,2.289,-16.55,60.4,MEDIA
2026-06-17,England,Croatia,Under 2.5,Under,williamhill,1.75,0.4764,2.099,-16.63,79.5,ALTA
2026-06-25,Ecuador,Germany,Over 2.5,Over,pinnacle,1.9,0.4385,2.281,-16.69,69.1,ALTA
2026-06-21,New Zealand,Egypt,Over 2.5,Over,pmu_fr,2.05,0.4063,2.461,-16.71,53.0,MEDIA
2026-06-25,Tunisia,Netherlands,Over 2.5,Over,williamhill,1.85,0.4501,2.222,-16.73,46.4,BAJA
2026-06-22,Argentina,Austria,Under 2.5,Under,williamhill,1.75,0.4744,2.108,-16.98,61.0,MEDIA
2026-06-12,United States,Paraguay,Under 2.5,Under,williamhill,1.57,0.5284,1.893,-17.04,66.4,ALTA
2026-06-14,Sweden,Tunisia,Under 2.5,Under,pmu_fr,1.56,0.5317,1.881,-17.05,59.5,MEDIA
2026-06-14,Ivory Coast,Ecuador,Under 2.5,Under,williamhill,1.44,0.5743,1.741,-17.3,48.3,BAJA
2026-06-25,Tunisia,Netherlands,Over 2.5,Over,pinnacle,1.83,0.4501,2.222,-17.63,46.4,BAJA
2026-06-18,Mexico,South Korea,Over 2.5,Over,pmu_fr,2.07,0.3978,2.514,-17.66,73.9,ALTA
2026-06-25,Japan,Sweden,Under 2.5,Under,williamhill,1.7,0.4834,2.069,-17.82,53.6,MEDIA
2026-06-27,Jordan,Argentina,Over 2.5,Over,williamhill,1.53,0.5355,1.867,-18.07,62.2,MEDIA
2026-06-11,Mexico,South Africa,Under 2.5,Under,williamhill,1.73,0.4732,2.113,-18.14,35.9,BAJA
2026-06-27,Colombia,Portugal,Under 2.5,Under,pmu_fr,1.57,0.5209,1.92,-18.22,78.3,ALTA
2026-06-23,Colombia,DR Congo,Under 2.5,Under,pmu_fr,1.63,0.5006,1.998,-18.4,51.2,MEDIA
2026-06-17,Portugal,DR Congo,Over 2.5,Over,pmu_fr,1.53,0.5319,1.88,-18.62,55.4,MEDIA
2026-06-15,Belgium,Egypt,Under 2.5,Under,williamhill,1.8,0.4516,2.214,-18.71,42.9,BAJA
2026-06-25,Ecuador,Germany,Over 2.5,Over,williamhill,1.85,0.4385,2.281,-18.88,69.1,ALTA
2026-06-13,Brazil,Morocco,Over 2.5,Over,pmu_fr,1.88,0.4292,2.33,-19.31,62.2,MEDIA
2026-06-18,Czech Republic,South Africa,Under 2.5,Under,williamhill,1.62,0.496,2.016,-19.65,47.1,BAJA
2026-06-22,Jordan,Algeria,Over 2.5,Over,pmu_fr,1.78,0.4511,2.217,-19.7,55.6,MEDIA
2026-06-23,Panama,Croatia,Over 2.5,Over,pmu_fr,1.8,0.4456,2.244,-19.79,73.1,ALTA
2026-06-16,Argentina,Algeria,Over 2.5,Over,pmu_fr,1.75,0.4576,2.185,-19.92,55.1,MEDIA
2026-06-27,DR Congo,Uzbekistan,Over 2.5,Over,williamhill,2.25,0.353,2.833,-20.58,37.6,BAJA
2026-06-27,Croatia,Ghana,Under 2.5,Under,williamhill,1.67,0.4744,2.108,-20.78,53.7,MEDIA
2026-06-17,England,Croatia,Under 2.5,Under,pmu_fr,1.66,0.4764,2.099,-20.92,79.5,ALTA
2026-06-13,Haiti,Scotland,Over 2.5,Over,williamhill,1.8,0.4378,2.284,-21.2,45.9,BAJA
2026-06-18,Switzerland,Bosnia and Herzegovina,Under 2.5,Under,williamhill,1.75,0.45,2.222,-21.25,73.5,ALTA
2026-06-17,Uzbekistan,Colombia,Over 2.5,Over,pmu_fr,1.8,0.4369,2.289,-21.36,60.4,MEDIA
2026-06-25,Ecuador,Germany,Over 2.5,Over,pmu_fr,1.78,0.4385,2.281,-21.95,69.1,ALTA
2026-06-15,Belgium,Egypt,Under 2.5,Under,pmu_fr,1.72,0.4516,2.214,-22.32,42.9,BAJA
2026-06-22,France,Iraq,Under 2.5,Under,williamhill,2.4,0.3223,3.103,-22.65,42.9,BAJA
2026-06-13,Haiti,Scotland,Over 2.5,Over,pmu_fr,1.76,0.4378,2.284,-22.95,45.9,BAJA
2026-06-18,Switzerland,Bosnia and Herzegovina,Under 2.5,Under,pmu_fr,1.71,0.45,2.222,-23.05,73.5,ALTA
2026-06-16,Austria,Jordan,Over 2.5,Over,williamhill,1.62,0.4728,2.115,-23.41,61.6,MEDIA
2026-06-27,DR Congo,Uzbekistan,Over 2.5,Over,pmu_fr,2.15,0.353,2.833,-24.11,37.6,BAJA
2026-06-18,Czech Republic,South Africa,Under 2.5,Under,pmu_fr,1.53,0.496,2.016,-24.11,47.1,BAJA
2026-06-25,Curacao,Ivory Coast,Over 2.5,Over,williamhill,1.65,0.4572,2.187,-24.56,46.9,BAJA
2026-06-20,Netherlands,Sweden,Under 2.5,Under,pinnacle,1.87,0.4011,2.493,-24.99,56.1,MEDIA
2026-06-15,Spain,Cape Verde,Under 2.5,Under,williamhill,3.1,0.2413,4.144,-25.2,43.0,BAJA
2026-06-20,Netherlands,Sweden,Under 2.5,Under,williamhill,1.85,0.4011,2.493,-25.8,56.1,MEDIA
2026-06-11,Mexico,South Africa,Under 2.5,Under,pmu_fr,1.55,0.4732,2.113,-26.65,35.9,BAJA
2026-06-16,Iraq,Norway,Over 2.5,Over,williamhill,1.55,0.4676,2.139,-27.52,36.1,BAJA
2026-06-20,Netherlands,Sweden,Under 2.5,Under,pmu_fr,1.77,0.4011,2.493,-29.01,56.1,MEDIA
2026-06-16,Austria,Jordan,Over 2.5,Over,pmu_fr,1.47,0.4728,2.115,-30.5,61.6,MEDIA
2026-06-23,England,Ghana,Under 2.5,Under,williamhill,2.1,0.3225,3.101,-32.27,50.9,MEDIA
2026-06-16,Iraq,Norway,Over 2.5,Over,pmu_fr,1.43,0.4676,2.139,-33.13,36.1,BAJA
2026-06-20,Ecuador,Curacao,Under 2.5,Under,pmu_fr,2.15,0.3094,3.232,-33.48,63.7,MEDIA
2026-06-23,England,Ghana,Under 2.5,Under,pmu_fr,2.02,0.3225,3.101,-34.86,50.9,MEDIA
2026-06-20,Ecuador,Curacao,Under 2.5,Under,williamhill,2.1,0.3094,3.232,-35.03,63.7,MEDIA
2026-06-21,Spain,Saudi Arabia,Under 2.5,Under,williamhill,2.5,0.2586,3.867,-35.35,35.5,BAJA
